neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,desc_word_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price
Lakeshore,37.73256,-122.49149,Private room,1,414,4.96,t,20,213,45,77,1.0,1.0,1.0,4.3694478524670215
Haight Ashbury,37.771625293388446,-122.43757503810296,Entire home/apt,12,66,4.8,t,6,177,52,46,0.4166666666666667,0.20833333333333334,0.5,5.988961416889864
Mission,37.75188,-122.42416,Entire home/apt,5,18,4.94,t,0,96,41,60,0.4,0.2,0.4,5.66988092298052
Downtown/Civic Center,37.78866381097406,-122.411618929184,Entire home/apt,4,4,5.0,t,22,116,47,79,0.25,0.25,0.5,5.459585514144159
Russian Hill,37.7985,-122.41146,Private room,1,0,0.0,f,0,333,28,65,1.0,1.0,1.0,3.970291913552122
Outer Richmond,37.77895,-122.48498,Private room,2,18,4.17,f,0,332,42,78,0.5,0.5,0.5,3.8066624897703196
South of Market,37.77539,-122.41233,Entire home/apt,10,53,5.0,t,10,128,69,83,0.4,0.4,0.4,6.96979066990159
Western Addition,37.77395,-122.43641,Entire home/apt,4,185,4.86,t,0,235,37,84,0.0,0.25,0.5,4.90527477843843
Outer Sunset,37.76424,-122.47715,Entire home/apt,3,9,5.0,t,0,237,53,78,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.762173934797756
South of Market,37.7690435,-122.4034142,Entire home/apt,3,6,5.0,f,0,50,51,87,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.652489180268651
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,5,8,20,82,0.25,0.25,0.5,5.908082938168931
Parkside,37.745602,-122.477783,Entire home/apt,3,98,4.8,f,24,255,34,85,0.6666666666666666,0.3333333333333333,0.6666666666666666,4.90527477843843
Nob Hill,37.78932,-122.41853,Private room,2,16,4.44,f,21,355,22,72,0.5,0.0,0.5,4.454347296253507
Mission,37.75428,-122.42457,Entire home/apt,3,2,3.5,f,22,262,15,74,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.605170185988092
Outer Sunset,37.751834850120886,-122.49190215021372,Private room,2,2,4.0,t,0,169,37,61,0.5,0.5,0.5,4.59511985013459
South of Market,37.7748888,-122.4120146,Private room,1,0,0.0,f,23,358,7,77,1.0,1.0,1.0,4.553876891600541
Pacific Heights,37.79441,-122.4295,Entire home/apt,2,5,4.2,t,29,364,28,41,0.5,0.5,0.5,5.697093486505405
Downtown/Civic Center,37.78713,-122.40972,Entire home/apt,2,4,5.0,t,0,3,21,91,0.0,0.5,0.5,4.844187086458591
Mission,37.75575,-122.40595,Private room,2,1,5.0,t,5,265,12,86,0.5,1.75,0.0,4.174387269895637
Haight Ashbury,37.76498,-122.44416,Entire home/apt,3,19,5.0,t,0,109,29,72,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.787491742782046
West of Twin Peaks,37.7421,-122.46293,Entire home/apt,2,218,4.94,t,8,132,27,87,0.0,0.5,0.5,4.727387818712341
Western Addition,37.77683,-122.43633,Entire home/apt,5,85,4.96,f,0,13,44,75,0.6,0.4,0.6,6.331501849893691
Ocean View,37.7205655,-122.4651704,Entire home/apt,2,12,5.0,t,3,328,47,15,0.5,0.5,0.5,5.0106352940962555
Russian Hill,37.79979,-122.4162,Entire home/apt,6,73,5.0,t,24,55,46,76,0.5,0.16666666666666666,0.5,5.703782474656201
Western Addition,37.78718144572171,-122.44077327165542,Entire home/apt,2,1,1.0,f,27,362,29,57,0.5,0.5,0.5,5.303304908059076
North Beach,37.7984,-122.4042,Entire home/apt,2,17,4.88,t,4,172,37,81,0.5,0.5,0.5,4.700480365792417
South of Market,37.78268,-122.39338,Private room,2,192,4.96,t,9,284,47,69,0.5,0.5,0.5,4.875197323201151
Haight Ashbury,37.77234,-122.44622,Entire home/apt,5,186,4.97,t,27,210,79,34,0.2,0.2,0.6,5.225746673713202
Noe Valley,37.74745559692383,-122.4314193725586,Entire home/apt,5,151,4.92,t,2,276,63,53,0.4,0.4,0.8,5.855071922202427
Western Addition,37.7719,-122.43036,Private room,2,184,4.71,f,7,102,53,76,0.5,0.5,0.5,4.51085950651685
Outer Sunset,37.75175,-122.50419,Entire home/apt,4,397,4.95,f,11,62,43,84,0.5,0.25,0.5,5.541263545158426
Pacific Heights,37.79186,-122.42429,Entire home/apt,2,39,4.88,t,24,258,31,0,0.5,0.5,0.5,4.875197323201151
Financial District,37.79803,-122.40391,Entire home/apt,2,10,4.7,f,5,185,31,88,0.5,0.5,0.5,4.605170185988092
Downtown/Civic Center,37.78691,-122.41014,Entire home/apt,4,1,5.0,t,30,63,38,52,0.0,0.25,0.5,4.897839799950911
North Beach,37.80076,-122.40599,Entire home/apt,3,6,5.0,f,0,300,39,34,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.90527477843843
Noe Valley,37.75565,-122.427,Entire home/apt,3,14,5.0,t,0,209,48,74,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.3471075307174685
Downtown/Civic Center,37.78659,-122.41119,Entire home/apt,4,13,4.92,f,30,356,13,30,0.0,0.25,0.5,5.641907070938114
Outer Richmond,37.77295,-122.5073,Entire home/apt,4,216,4.99,t,9,121,76,65,0.5,0.375,0.5,5.602118820879701
Potrero Hill,37.759869,-122.402878,Entire home/apt,4,232,4.97,t,13,287,61,76,0.5,0.25,0.5,5.846438775057725
Inner Sunset,37.75022374352377,-122.4727082628097,Entire home/apt,4,21,4.81,f,12,336,55,81,0.5,0.25,0.5,5.568344503761097
Outer Richmond,37.7737032,-122.4974451,Private room,2,0,0.0,f,26,174,10,41,0.5,0.5,0.5,5.093750200806762
Parkside,37.74314947509653,-122.49982954256444,Entire home/apt,5,54,4.89,t,9,143,53,79,0.4,0.2,0.6,5.298317366548036
Bayview,37.72887,-122.38391,Private room,1,3,5.0,f,30,270,74,22,1.0,1.0,2.0,4.2626798770413155
Western Addition,37.77213999457249,-122.43042077170412,Private room,2,205,4.8,t,5,113,35,82,0.5,1.5,0.5,4.543294782270004
Mission,37.75233,-122.42441,Entire home/apt,2,5,5.0,f,4,326,9,68,0.5,0.5,0.5,4.6443908991413725
Noe Valley,37.75563,-122.42649,Private room,2,0,0.0,f,0,129,13,89,0.5,0.5,0.5,4.477336814478207
Outer Richmond,37.78037,-122.503,Entire home/apt,2,6,4.83,t,0,9,58,77,1.0,1.0,1.0,5.641907070938114
South of Market,37.78022,-122.39752,Entire home/apt,2,60,4.83,t,13,244,13,89,0.5,0.5,0.5,4.394449154672439
Potrero Hill,37.75539,-122.39977,Entire home/apt,2,99,4.84,t,8,59,34,35,0.5,0.5,1.0,5.111987788356544
Outer Sunset,37.75672561017743,-122.47769601235396,Entire home/apt,6,0,0.0,f,0,212,9,79,0.5,0.3333333333333333,0.5,5.700443573390687
Excelsior,37.716614,-122.43145,Private room,1,122,4.84,t,0,305,41,54,1.0,1.0,1.0,3.9512437185814275
Marina,37.80514,-122.43617,Entire home/apt,16,65,5.0,t,16,298,75,61,0.375,0.3125,0.4375,8.000349495324684
North Beach,37.80095,-122.40801,Private room,2,15,4.4,f,11,331,17,60,0.5,0.5,0.5,5.220355825078324
Outer Richmond,37.7812,-122.49791,Entire home/apt,12,4,5.0,f,0,17,26,84,0.4166666666666667,0.4166666666666667,0.5,6.9411900550683745
Outer Sunset,37.762110819077954,-122.49359986927132,Private room,1,0,0.0,f,29,179,8,82,1.0,1.0,1.0,4.356708826689592
Ocean View,37.71839770468392,-122.47075153482945,Private room,4,0,0.0,f,0,335,21,69,0.75,0.25,1.0,4.1588830833596715
Marina,37.80211,-122.44024,Entire home/apt,2,12,5.0,f,7,231,55,80,0.5,0.5,0.0,5.017279836814924
Visitacion Valley,37.71159,-122.40027,Private room,2,87,4.7,f,0,133,23,49,0.5,0.5,0.5,3.970291913552122
South of Market,37.77271,-122.42075,Private room,2,398,4.38,f,27,361,18,75,0.5,0.5,0.5,4.6443908991413725
Western Addition,37.77117,-122.43292,Entire home/apt,1,35,4.94,f,0,335,7,21,1.0,1.0,1.0,4.787491742782046
Noe Valley,37.74338,-122.43423,Private room,2,105,4.9,t,9,9,64,80,0.5,0.75,0.5,4.90527477843843
Excelsior,37.73260002938201,-122.40625320673786,Private room,3,14,4.43,f,5,155,34,41,0.3333333333333333,0.6666666666666666,0.6666666666666666,4.060443010546419
Marina,37.80399,-122.43803,Entire home/apt,2,116,5.0,t,4,310,50,91,0.5,0.5,0.5,5.840641657373398
Outer Sunset,37.75096046455136,-122.48764416417256,Private room,2,235,4.85,t,3,270,43,18,0.5,1.0,0.5,4.204692619390966
Downtown/Civic Center,37.789462805860936,-122.40777935678037,Entire home/apt,2,1,5.0,f,28,363,42,78,0.5,0.5,0.5,5.666426688112432
Haight Ashbury,37.76004137858307,-122.44737539974204,Entire home/apt,7,2,5.0,f,2,17,28,81,0.42857142857142855,0.35714285714285715,0.42857142857142855,5.793013608384144
Mission,37.75023,-122.41854,Entire home/apt,4,7,5.0,t,3,153,37,9,0.5,0.25,0.5,4.90527477843843
Mission,37.75903,-122.41457,Entire home/apt,5,121,4.88,t,30,365,24,49,1.0,0.3,1.0,6.60934924316738
Bernal Heights,37.73392215201952,-122.41206601489874,Private room,2,51,4.96,t,12,237,34,73,0.0,0.5,0.0,4.663439094112067
Mission,37.7600837,-122.4198861,Entire home/apt,2,4,5.0,t,0,304,32,9,0.5,0.5,0.5,5.1647859739235145
Excelsior,37.72873,-122.40916,Entire home/apt,4,67,4.9,t,10,50,36,14,0.5,0.25,0.5,5.030437921392435
Outer Mission,37.71918743246869,-122.44502912492766,Entire home/apt,2,0,0.0,f,17,352,3,58,0.0,0.5,0.5,4.553876891600541
Marina,37.80087,-122.43946,Entire home/apt,2,0,0.0,f,28,363,51,71,0.5,0.5,0.5,5.857933154483459
Parkside,37.7419,-122.47562,Private room,2,13,4.85,t,0,184,28,59,0.5,0.5,0.5,4.07753744390572
Ocean View,37.71852,-122.4563,Entire home/apt,7,839,4.82,t,7,278,26,60,0.2857142857142857,0.14285714285714285,0.5714285714285714,4.74493212836325
Outer Sunset,37.74872,-122.49485,Entire home/apt,2,300,4.91,t,6,226,31,76,0.5,0.5,0.5,5.176149732573829
South of Market,37.7812714,-122.4018175,Entire home/apt,2,3,4.67,f,17,257,54,80,0.5,0.5,0.5,5.241747015059643
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,f,19,308,48,69,0.25,0.25,0.5,5.652489180268651
Downtown/Civic Center,37.78899,-122.41279,Entire home/apt,6,0,0.0,t,10,283,48,69,0.3333333333333333,0.16666666666666666,0.5,5.793013608384144
Financial District,37.79017635561755,-122.40602420669974,Entire home/apt,2,1,5.0,t,13,18,26,81,0.0,0.5,0.5,5.796057750765372
Outer Sunset,37.76338,-122.47896,Private room,1,130,4.84,t,0,57,39,76,1.0,1.0,1.0,4.248495242049359
Bernal Heights,37.74486,-122.41814,Entire home/apt,2,976,4.89,t,3,3,36,55,0.0,0.5,0.5,4.454347296253507
Lakeshore,37.73491,-122.49097,Entire home/apt,2,64,4.98,t,18,71,29,63,0.5,0.5,0.5,4.672828834461906
Marina,37.8015142,-122.4256185,Hotel room,2,0,0.0,f,29,364,24,43,0.5,0.5,0.0,4.969813299576001
Marina,37.79792621226426,-122.44496257488518,Private room,2,3,5.0,f,6,314,38,67,0.5,0.5,0.5,5.2832037287379885
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,1,5.0,f,10,284,49,69,0.3333333333333333,0.16666666666666666,0.5,5.808142489980444
Parkside,37.737960431056166,-122.50756280123566,Entire home/apt,8,10,4.6,f,4,274,46,46,0.375,0.125,0.375,5.820082930352362
Potrero Hill,37.75681,-122.40064,Entire home/apt,4,524,4.8,t,10,272,56,91,0.25,0.25,0.5,5.081404364984463
Potrero Hill,37.765709155113264,-122.4045669409728,Entire home/apt,4,0,0.0,f,30,365,30,29,0.5,0.75,0.5,6.396929655216146
Mission,37.74992,-122.42292,Entire home/apt,6,5,5.0,t,12,304,47,77,0.5,0.3333333333333333,0.5,5.521460917862246
Bayview,37.71926,-122.39355,Entire home/apt,6,20,4.8,f,28,137,23,30,0.3333333333333333,0.16666666666666666,0.3333333333333333,4.574710978503383
Downtown/Civic Center,37.7851394,-122.4097605,Private room,1,3,4.0,f,11,308,44,52,1.0,4.0,1.0,4.31748811353631
Outer Richmond,37.77536,-122.48057,Entire home/apt,6,67,4.69,t,8,69,40,72,0.5,0.4166666666666667,0.5,5.267858159063328
Castro/Upper Market,37.76393,-122.42817,Private room,2,36,4.97,t,21,81,46,71,0.5,0.5,0.5,4.709530201312334
Parkside,37.74314,-122.48702,Entire home/apt,4,37,4.89,f,15,64,51,70,0.5,0.375,0.75,5.293304824724492
Bernal Heights,37.73782,-122.41694,Entire home/apt,2,523,4.97,t,10,10,23,93,0.5,0.5,0.5,4.442651256490317
Downtown/Civic Center,37.787679935112905,-122.40912805346792,Entire home/apt,4,10,4.6,t,18,66,31,52,0.0,0.25,0.5,5.062595033026967
Excelsior,37.72817,-122.417,Entire home/apt,3,34,5.0,t,2,177,50,72,0.6666666666666666,0.3333333333333333,0.6666666666666666,4.553876891600541
Nob Hill,37.7918168276165,-122.4096660095245,Entire home/apt,4,0,0.0,f,2,100,20,11,0.25,0.25,0.5,5.583496308781699
Bernal Heights,37.73622,-122.42032,Entire home/apt,2,13,4.08,f,0,325,23,41,1.0,0.5,0.5,4.189654742026425
South of Market,37.7716190454429,-122.41120391753726,Entire home/apt,4,0,0.0,f,0,246,50,82,0.5,0.25,0.5,5.003946305945459
Downtown/Civic Center,37.7871,-122.41115,Private room,2,122,4.57,f,14,45,16,63,0.5,0.5,0.5,4.499809670330265
Inner Richmond,37.7747,-122.46873,Private room,1,4,5.0,t,0,303,56,83,1.0,1.0,1.0,4.276666119016055
Outer Sunset,37.74709,-122.47622,Private room,2,271,4.91,t,30,270,40,40,0.5,1.0,0.5,4.605170185988092
Inner Sunset,37.75893,-122.4664,Entire home/apt,2,125,4.92,t,8,282,59,42,0.5,0.5,0.5,4.709530201312334
Crocker Amazon,37.71349,-122.4411,Private room,1,2,5.0,f,30,310,31,65,1.0,2.0,0.0,3.912023005428146
Outer Richmond,37.77486,-122.49498,Entire home/apt,4,0,0.0,f,14,54,31,83,0.5,0.375,0.5,5.0689042022202315
Bernal Heights,37.7356264,-122.4131565,Private room,1,2,5.0,f,25,265,52,92,1.0,1.0,1.0,3.970291913552122
Western Addition,37.78010101354426,-122.444586849843,Entire home/apt,7,149,4.99,t,6,21,58,81,0.42857142857142855,0.14285714285714285,0.42857142857142855,5.834810737062605
Downtown/Civic Center,37.78698,-122.41303,Private room,2,1,5.0,f,21,82,20,74,0.5,0.5,0.5,5.117993812416755
Castro/Upper Market,37.76452871392387,-122.43285126972144,Private room,2,1,5.0,f,0,224,10,44,0.5,0.5,0.5,5.2832037287379885
Outer Sunset,37.7601,-122.48161,Private room,4,165,4.93,t,7,313,35,39,0.25,0.25,0.5,4.48863636973214
Western Addition,37.78606163291383,-122.42573362686416,Private room,2,13,5.0,t,14,330,37,77,0.5,0.5,0.5,4.553876891600541
Pacific Heights,37.79039,-122.44014,Private room,2,73,4.95,f,10,133,51,59,0.5,0.5,0.5,5.455321115357702
Downtown/Civic Center,37.7888,-122.40827,Entire home/apt,2,0,0.0,f,28,363,48,72,0.5,0.5,0.5,6.077642243349034
Bayview,37.73791,-122.38596,Entire home/apt,4,366,4.84,f,28,178,43,162,0.5,0.25,0.5,5.220355825078324
Outer Mission,37.72003,-122.44238,Entire home/apt,4,137,4.91,t,6,138,54,83,0.5,0.25,0.5,4.890349128221754
Bernal Heights,37.74810230565189,-122.40469140665024,Entire home/apt,6,3,4.67,t,0,181,31,80,0.6666666666666666,0.3333333333333333,1.1666666666666667,6.175867270105761
Inner Sunset,37.75539,-122.45501,Entire home/apt,8,13,4.92,t,17,157,68,79,0.5,0.375,0.625,7.203405521083095
Noe Valley,37.74648,-122.43035,Entire home/apt,2,162,4.99,t,0,30,22,35,1.0,0.5,1.0,6.115892125483034
West of Twin Peaks,37.72816,-122.45817,Private room,4,187,4.61,t,28,340,35,46,0.5,0.25,0.5,5.293304824724492
Haight Ashbury,37.76392,-122.44741,Entire home/apt,2,101,4.95,t,9,243,70,94,0.5,0.5,0.5,5.087596335232384
Ocean View,37.72146,-122.46114,Entire home/apt,2,0,0.0,f,3,63,14,59,0.5,0.5,0.5,4.02535169073515
Pacific Heights,37.79543906853432,-122.4392265731786,Entire home/apt,4,1,5.0,f,0,0,46,69,0.75,0.5,0.75,6.1092475827643655
Chinatown,37.79187,-122.40679,Private room,6,615,4.95,t,0,292,33,89,0.16666666666666666,0.16666666666666666,0.3333333333333333,4.897839799950911
Glen Park,37.73862,-122.42717,Entire home/apt,4,19,4.89,f,0,282,18,39,0.25,0.25,0.5,4.727387818712341
Crocker Amazon,37.71311,-122.43457,Private room,2,130,4.72,t,6,227,15,33,0.5,0.5,0.5,4.189654742026425
Downtown/Civic Center,37.77897,-122.4232,Entire home/apt,4,1,5.0,f,0,180,32,39,0.25,0.25,0.25,5.209486152841421
Chinatown,37.7912563,-122.4088333,Private room,2,58,4.9,t,6,14,49,71,0.5,0.5,1.0,5.298317366548036
Castro/Upper Market,37.76,-122.4374,Private room,2,47,4.62,f,13,275,25,78,0.0,0.5,0.5,6.745236349484363
Downtown/Civic Center,37.78743,-122.42074,Entire home/apt,2,5,5.0,t,0,110,54,70,0.0,0.5,0.5,4.941642422609304
Downtown/Civic Center,37.78851065425708,-122.40971840980754,Private room,4,13,4.92,t,1,1,14,77,0.0,0.25,0.5,5.857933154483459
Western Addition,37.7744305,-122.4286668,Entire home/apt,4,0,0.0,f,28,363,7,68,0.5,0.25,0.75,5.521460917862246
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,5,4.8,f,7,296,50,63,0.5,0.3333333333333333,0.6666666666666666,6.12029741895095
Downtown/Civic Center,37.77938,-122.42154,Entire home/apt,2,40,4.83,t,6,6,31,70,0.5,0.5,0.5,5.3230099791384085
Presidio Heights,37.782387,-122.455185,Private room,2,239,4.94,t,3,40,53,42,0.5,0.5,0.5,4.941642422609304
Outer Sunset,37.74954,-122.50145,Entire home/apt,2,8,5.0,f,27,362,51,95,1.0,0.5,1.0,5.521460917862246
South of Market,37.77177,-122.41093,Entire home/apt,8,1,5.0,f,30,365,32,39,0.625,0.25,0.75,5.541263545158426
Western Addition,37.777975937838406,-122.44537792836356,Entire home/apt,4,13,4.85,t,17,340,38,71,0.5,0.5,0.5,6.551080335043404
Western Addition,37.78697,-122.43396,Private room,2,190,4.83,t,5,290,60,75,0.5,0.75,0.5,4.553876891600541
Outer Sunset,37.76064,-122.49007,Private room,1,52,4.92,f,13,73,55,81,1.0,1.0,1.0,4.174387269895637
Marina,37.79909,-122.42424,Private room,4,264,4.62,f,0,237,20,59,0.25,0.25,0.5,5.003946305945459
Excelsior,37.72317,-122.43415,Entire home/apt,2,12,5.0,t,0,232,33,74,0.5,0.5,0.5,4.406719247264253
Mission,37.75806714293561,-122.41136119415948,Private room,2,34,4.94,t,6,165,38,73,0.5,0.5,0.5,4.897839799950911
Lakeshore,37.73086,-122.48909,Private room,3,48,4.73,f,29,179,40,67,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.110873864173311
Downtown/Civic Center,37.78689782665849,-122.41168385825468,Private room,2,1,1.0,f,7,280,15,53,0.5,0.5,0.5,4.143134726391533
Downtown/Civic Center,37.78473738779027,-122.41034977193326,Entire home/apt,2,0,0.0,f,28,363,48,76,0.5,0.5,0.5,6.035481432524756
Nob Hill,37.7916,-122.41023,Entire home/apt,3,0,0.0,f,28,268,22,30,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.298317366548036
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,71,0.5,0.5,0.5,5.572154032177765
Haight Ashbury,37.77359,-122.439,Entire home/apt,4,1,5.0,f,0,221,31,48,0.5,0.25,0.75,5.517452896464707
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
Potrero Hill,37.758205,-122.399689,Entire home/apt,3,327,4.93,t,0,130,40,80,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.19295685089021
Bernal Heights,37.73246,-122.41803,Entire home/apt,2,8,4.5,t,0,243,26,74,0.5,0.5,0.5,4.219507705176107
Bernal Heights,37.73937,-122.4182,Entire home/apt,2,21,4.86,t,0,208,38,57,0.5,0.5,0.5,4.68213122712422
Western Addition,37.77432,-122.43644,Private room,2,558,4.96,t,11,222,59,69,0.5,0.5,0.5,4.709530201312334
Western Addition,37.78634,-122.42931,Entire home/apt,4,215,4.86,t,21,249,35,74,0.5,0.25,0.75,5.783825182329737
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,34,49,0.5,0.5,0.5,5.572154032177765
Chinatown,37.790672904449785,-122.40566426613418,Entire home/apt,2,3,5.0,t,0,4,11,52,0.0,0.5,0.5,4.844187086458591
Inner Sunset,37.76471,-122.45456,Entire home/apt,5,31,4.97,f,30,122,47,69,0.6,0.4,0.6,5.5093883366279774
Nob Hill,37.79225659102424,-122.41796746659706,Entire home/apt,3,0,0.0,t,0,305,13,65,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.875197323201151
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
North Beach,37.80074,-122.40874,Private room,2,3,3.33,f,0,168,18,66,0.5,1.0,0.5,3.9318256327243257
Downtown/Civic Center,37.78953,-122.41274,Private room,2,110,4.81,f,9,228,20,73,0.5,0.5,0.5,4.48863636973214
Inner Sunset,37.75368538713232,-122.47502902600968,Entire home/apt,3,2,5.0,f,17,18,9,78,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.541263545158426
North Beach,37.8054714,-122.4168419,Entire home/apt,6,0,0.0,t,28,358,45,70,0.3333333333333333,0.3333333333333333,0.5,6.883462586413092
Crocker Amazon,37.7134904,-122.441104,Private room,1,12,4.75,f,29,230,31,65,1.0,2.0,1.0,3.912023005428146
Western Addition,37.78443396847935,-122.43758674726824,Entire home/apt,8,61,4.85,t,0,215,70,67,0.375,0.25,0.5,6.212606095751519
Mission,37.75292,-122.4186,Private room,2,542,4.74,t,9,339,38,83,0.5,0.5,0.5,4.394449154672439
South of Market,37.775085,-122.407234,Entire home/apt,4,54,4.81,t,3,293,55,53,0.5,0.25,0.5,5.455321115357702
Potrero Hill,37.75996,-122.39408,Entire home/apt,6,68,4.85,f,0,327,35,69,0.5,0.25,0.5,6.1092475827643655
Nob Hill,37.79016864702549,-122.4116302143002,Entire home/apt,4,3,5.0,t,19,57,38,68,0.25,0.25,0.5,5.8522024797744745
Inner Richmond,37.78369,-122.46364,Private room,3,426,4.71,f,13,162,20,88,0.3333333333333333,0.6666666666666666,0.6666666666666666,4.143134726391533
Mission,37.75173,-122.40834,Entire home/apt,2,7,5.0,f,13,163,45,26,0.5,0.5,0.5,5.41610040220442
Bayview,37.7350133,-122.3998978,Private room,2,116,4.87,t,3,225,39,73,0.5,0.5,0.5,4.02535169073515
North Beach,37.7991,-122.4048,Shared room,5,426,4.7,t,28,328,27,78,0.2,2.0,1.6,3.6635616461296463
South of Market,37.77766,-122.4143,Hotel room,4,0,0.0,f,26,348,23,44,0.25,0.25,0.0,5.267858159063328
South of Market,37.77166,-122.42293,Private room,2,1,5.0,f,21,150,53,87,0.5,0.5,0.5,4.787491742782046
Western Addition,37.7743013,-122.4373524,Private room,3,3,4.67,f,29,269,14,76,0.6666666666666666,0.5,0.0,5.43372200355424
Crocker Amazon,37.71239,-122.44124,Entire home/apt,4,2,5.0,t,30,365,45,64,0.5,0.25,0.5,5.123963979403259
Mission,37.75534,-122.424,Private room,3,203,4.98,t,9,46,52,70,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.14166355650266
Inner Sunset,37.751492284258426,-122.47503019879989,Entire home/apt,4,0,0.0,f,27,274,26,76,0.25,0.25,0.5,4.804021044733257
Downtown/Civic Center,37.7885796,-122.4159416,Hotel room,8,0,0.0,t,30,324,22,24,0.25,0.25,0.0,6.236369590203704
Ocean View,37.71313,-122.4611,Entire home/apt,2,386,4.95,t,10,60,40,56,0.5,0.5,0.5,5.0106352940962555
Lakeshore,37.73296,-122.49358,Private room,1,338,4.92,t,7,200,43,78,1.0,1.0,1.0,4.356708826689592
Excelsior,37.7183169,-122.4290447,Entire home/apt,5,31,4.97,t,6,204,47,72,0.4,0.2,0.6,5.093750200806762
Chinatown,37.79205,-122.408,Entire home/apt,4,2,5.0,f,2,81,19,11,0.25,0.25,0.5,5.662960480135946
Glen Park,37.74078,-122.42679,Entire home/apt,2,112,4.96,t,3,168,39,49,0.5,0.5,1.0,4.867534450455582
Western Addition,37.7877,-122.42401,Private room,2,1,5.0,t,28,259,11,77,0.5,0.5,0.5,5.117993812416755
Inner Sunset,37.7512854,-122.47598,Entire home/apt,2,0,0.0,f,14,307,19,78,0.5,0.5,0.0,4.454347296253507
Downtown/Civic Center,37.7889904,-122.4127915,Private room,6,0,0.0,f,8,55,33,70,0.3333333333333333,0.16666666666666666,0.5,5.66988092298052
