neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,desc_word_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price
Downtown/Civic Center,37.78725,-122.40944,Entire home/apt,3,2,5.0,t,0,4,21,83,0.0,0.3333333333333333,0.3333333333333333,4.844187086458591
Russian Hill,37.80576,-122.42377,Entire home/apt,6,4,5.0,f,29,364,53,43,0.3333333333333333,0.5,0.3333333333333333,6.984716320118266
Nob Hill,37.79181,-122.41943,Private room,2,3,5.0,f,9,263,13,27,0.5,0.5,0.5,4.477336814478207
Western Addition,37.77648,-122.42728,Entire home/apt,8,3,4.33,f,11,332,38,72,0.25,0.125,0.25,6.008813185442595
Excelsior,37.72682,-122.42159,Private room,1,52,4.87,t,12,334,45,66,1.0,2.0,1.0,3.828641396489095
Mission,37.76795914914816,-122.41911353385731,Entire home/apt,2,0,0.0,t,7,342,33,57,0.5,0.5,0.5,5.783825182329737
Bayview,37.73852,-122.39215,Private room,1,11,4.82,f,28,88,30,84,1.0,1.5,1.0,4.465908118654584
Downtown/Civic Center,37.78941,-122.41128,Private room,2,117,4.78,f,5,240,21,72,0.5,0.5,0.0,4.532599493153256
Noe Valley,37.7548,-122.43777,Entire home/apt,10,13,5.0,f,0,19,14,79,0.3,0.2,0.5,6.395261598115449
Ocean View,37.71267,-122.46883,Private room,1,0,0.0,f,30,365,10,48,1.0,1.5,1.0,3.828641396489095
Downtown/Civic Center,37.7851394,-122.4097605,Private room,1,1,5.0,f,12,242,43,53,1.0,4.0,1.0,4.382026634673881
Pacific Heights,37.78902,-122.44154,Private room,2,42,5.0,t,8,257,24,63,0.5,0.5,0.5,5.1298987149230735
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,2,5.0,f,18,224,51,75,0.0,0.25,0.5,5.41610040220442
Bernal Heights,37.74741,-122.42087,Entire home/apt,4,63,4.9,t,2,67,43,51,0.5,0.25,0.5,5.58724865840025
Mission,37.75894,-122.41187,Entire home/apt,6,66,4.97,f,20,21,57,84,0.3333333333333333,0.25,0.3333333333333333,6.1224928095143865
North Beach,37.805368,-122.4168723,Entire home/apt,10,0,0.0,f,2,167,46,68,0.3,0.3,0.5,7.265429723253953
Downtown/Civic Center,37.7851394,-122.4097605,Private room,1,0,0.0,f,0,283,44,0,1.0,4.0,1.0,4.31748811353631
South of Market,37.77722,-122.4156,Private room,1,44,4.52,f,30,362,46,51,1.0,4.0,1.0,4.532599493153256
Noe Valley,37.75132,-122.43145,Entire home/apt,4,22,4.95,f,0,153,50,49,0.5,0.25,0.5,5.616771097666572
Potrero Hill,37.7641029051133,-122.38859936627044,Entire home/apt,5,29,4.93,t,0,134,64,83,0.4,0.4,0.4,5.8289456176102075
Castro/Upper Market,37.768074493983015,-122.43898173502636,Entire home/apt,6,0,0.0,t,2,168,56,70,0.6666666666666666,0.25,0.6666666666666666,5.768320995793772
North Beach,37.801543654048274,-122.40561800530698,Entire home/apt,1,8,4.75,t,3,243,40,82,1.0,1.0,1.0,5.1298987149230735
Marina,37.80377,-122.44342,Entire home/apt,6,7,5.0,t,30,257,38,34,0.3333333333333333,0.3333333333333333,0.5,5.703782474656201
Downtown/Civic Center,37.78907,-122.40965,Private room,4,34,5.0,f,24,166,26,37,0.25,0.25,0.5,5.666426688112432
Inner Sunset,37.76518,-122.45359,Private room,1,3,5.0,f,0,66,50,82,1.0,1.0,1.0,4.442651256490317
Twin Peaks,37.75506,-122.44212,Entire home/apt,2,4,5.0,t,17,347,55,51,0.5,0.5,0.5,5.948034989180646
Bernal Heights,37.74131,-122.41179,Entire home/apt,5,587,4.84,t,0,225,46,75,0.0,0.2,0.4,4.820281565605037
Noe Valley,37.75383,-122.4389,Entire home/apt,2,385,4.86,f,10,70,27,48,0.5,0.5,0.5,5.181783550292085
Marina,37.80099437300132,-122.44509431008797,Entire home/apt,4,174,4.92,t,19,165,57,80,0.25,0.25,0.5,5.598421958998375
West of Twin Peaks,37.74412,-122.45273,Entire home/apt,8,172,4.85,f,0,243,69,39,0.375,0.25,0.625,5.877735781779639
South of Market,37.78246,-122.39782,Private room,2,2,5.0,f,0,124,59,83,0.5,0.5,0.5,4.787491742782046
Downtown/Civic Center,37.78620692363418,-122.41178813033994,Private room,2,1,5.0,t,28,359,8,81,0.5,0.5,0.5,5.521460917862246
Financial District,37.7882187,-122.4030532,Entire home/apt,6,0,0.0,f,2,288,45,68,0.3333333333333333,0.3333333333333333,0.5,6.983789965258135
Noe Valley,37.74253,-122.4333,Private room,2,7,5.0,f,17,17,65,63,0.5,0.5,0.5,4.454347296253507
Outer Richmond,37.77614,-122.50391,Entire home/apt,2,626,4.92,t,7,123,36,84,0.5,0.5,0.5,4.890349128221754
Marina,37.799881,-122.435287,Entire home/apt,2,230,4.64,f,9,336,46,75,0.5,0.5,0.5,5.342334251964811
Outer Sunset,37.76115,-122.49138,Entire home/apt,4,92,4.95,f,11,11,26,49,0.5,0.5,0.5,5.799092654460526
Excelsior,37.72025,-122.43653,Entire home/apt,6,164,4.91,t,10,235,62,86,0.3333333333333333,0.25,0.5,5.220355825078324
Chinatown,37.79105,-122.4071,Entire home/apt,3,0,0.0,f,11,94,25,40,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.14166355650266
Downtown/Civic Center,37.788568675267584,-122.4116336683048,Entire home/apt,4,5,5.0,t,11,261,49,79,0.25,0.25,0.5,5.616771097666572
Outer Richmond,37.77994,-122.48524,Private room,2,23,4.57,f,0,177,43,73,0.5,0.5,0.5,3.7376696182833684
Haight Ashbury,37.77381,-122.45109,Entire home/apt,2,49,5.0,f,11,148,46,9,0.0,0.5,0.5,5.075173815233827
Outer Mission,37.71421,-122.44785,Entire home/apt,4,8,5.0,t,0,236,52,80,0.5,0.25,0.5,4.859812404361672
Downtown/Civic Center,37.78877620711335,-122.41230977064698,Private room,2,0,0.0,f,0,322,13,39,0.5,0.5,0.5,4.143134726391533
Inner Sunset,37.75256,-122.47585,Entire home/apt,2,3,5.0,f,7,321,41,83,0.5,0.5,0.5,4.927253685157205
Chinatown,37.79102436006858,-122.4057876240542,Entire home/apt,3,2,5.0,t,0,4,15,76,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.605170185988092
Marina,37.79915,-122.42524,Private room,1,1,5.0,t,0,335,27,60,1.0,1.0,1.0,4.31748811353631
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,6,4.0,f,30,365,36,66,0.5,0.5,0.5,5.736572297479192
Downtown/Civic Center,37.78672262156708,-122.4117015165329,Private room,2,52,4.87,t,27,159,22,67,0.5,0.5,0.5,5.472270673671475
Marina,37.79943080854957,-122.43218213875129,Private room,2,5,5.0,t,0,329,22,85,0.5,0.5,0.5,4.060443010546419
West of Twin Peaks,37.74331,-122.4561,Entire home/apt,6,1,5.0,f,29,364,16,43,0.6666666666666666,0.3333333333333333,0.6666666666666666,6.543911845564792
Inner Sunset,37.76103,-122.47025,Entire home/apt,3,127,4.98,t,10,146,44,82,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.407171771460119
Castro/Upper Market,37.76531,-122.42814,Entire home/apt,4,44,4.98,t,0,0,45,90,0.5,0.25,0.5,5.209486152841421
Western Addition,37.78665,-122.42565,Private room,2,9,4.67,t,13,344,38,77,0.5,0.5,0.5,5.0106352940962555
Ocean View,37.72046,-122.46311,Private room,2,320,4.84,f,10,311,43,26,0.5,0.5,1.0,4.219507705176107
Bernal Heights,37.74282,-122.40926,Entire home/apt,2,63,4.75,t,27,113,32,96,0.0,0.5,0.5,5.14166355650266
Excelsior,37.72278557727147,-122.42586956511096,Entire home/apt,3,24,4.71,t,9,9,36,76,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.382026634673881
Financial District,37.78989,-122.40587,Private room,2,133,4.22,f,29,363,18,55,0.5,0.5,0.5,4.727387818712341
Outer Sunset,37.764572,-122.479607,Private room,2,154,4.78,t,11,71,25,79,0.5,0.5,0.5,4.248495242049359
Nob Hill,37.79082,-122.40971,Entire home/apt,2,0,0.0,f,0,88,20,11,0.0,0.5,0.5,5.564520407322694
Castro/Upper Market,37.7621,-122.43123,Entire home/apt,4,354,4.96,t,5,251,50,81,0.25,0.25,0.5,5.4116460518550396
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
Financial District,37.79292,-122.39199,Entire home/apt,2,0,0.0,f,28,363,40,74,0.5,0.5,0.5,6.63200177739563
Marina,37.79755,-122.42441,Entire home/apt,2,13,5.0,t,6,58,44,32,0.5,0.5,0.5,4.787491742782046
Western Addition,37.78728,-122.42374,Private room,2,3,5.0,t,21,325,48,77,0.5,0.5,0.5,5.117993812416755
Marina,37.80115,-122.43626,Private room,6,5,4.4,f,29,364,20,12,0.3333333333333333,0.16666666666666666,0.5,5.823045895483019
Castro/Upper Market,37.76159,-122.44218,Entire home/apt,2,13,4.92,f,24,359,59,70,0.5,0.5,0.5,6.543911845564792
Bernal Heights,37.7417911,-122.4233063,Entire home/apt,10,0,0.0,f,28,363,11,78,0.4,0.2,0.6,5.700443573390687
Russian Hill,37.79767,-122.41866,Entire home/apt,2,67,4.87,t,0,248,48,71,0.5,0.5,0.5,4.844187086458591
Western Addition,37.786561471669785,-122.44565205029652,Entire home/apt,4,0,0.0,t,23,191,10,18,0.5,0.375,0.5,7.038783541388542
North Beach,37.80022,-122.40428,Entire home/apt,6,77,4.86,t,9,305,69,33,0.5,0.3333333333333333,0.5,6.22455842927536
Inner Richmond,37.78611755371094,-122.47742462158205,Entire home/apt,4,296,4.94,t,10,280,53,54,0.25,0.25,0.75,5.187385805840755
Russian Hill,37.80651,-122.41944,Entire home/apt,6,3,5.0,t,6,6,37,52,0.3333333333333333,0.16666666666666666,0.5,5.808142489980444
Bernal Heights,37.74784966971026,-122.42326884581055,Entire home/apt,5,32,4.97,t,0,244,73,33,0.4,0.2,0.4,6.29156913955832
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,34,46,0.5,0.5,0.5,5.572154032177765
Parkside,37.74628956667121,-122.4784188568891,Entire home/apt,6,36,4.56,f,30,270,46,85,0.5,0.25,0.5,5.4116460518550396
Outer Sunset,37.76197111280011,-122.5071242173839,Entire home/apt,6,1,5.0,f,8,343,13,78,0.5,0.3333333333333333,0.5,5.393627546352362
Bayview,37.71991,-122.39374,Private room,1,9,4.89,t,3,316,38,68,1.0,1.0,1.0,3.9318256327243257
Noe Valley,37.75225,-122.4313,Entire home/apt,8,4,5.0,f,6,260,48,87,0.375,0.375,0.375,5.991464547107982
Marina,37.80304,-122.44187,Entire home/apt,3,32,4.88,t,0,243,55,79,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.990432586778736
West of Twin Peaks,37.73508,-122.46109,Entire home/apt,6,8,5.0,f,0,243,51,88,0.5,0.6666666666666666,0.8333333333333334,6.263398262591624
Mission,37.75048209875331,-122.4171100440489,Private room,2,2,5.0,f,13,163,42,55,0.5,0.5,0.5,4.6443908991413725
Mission,37.75122,-122.42484,Entire home/apt,2,26,5.0,t,0,42,25,55,0.5,0.5,0.5,4.955827057601261
Mission,37.75979232788086,-122.41967010498048,Entire home/apt,2,202,4.54,t,7,308,29,52,0.5,0.5,0.5,4.718498871295094
Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,4,7,4.86,f,18,223,51,75,0.0,0.25,0.5,5.517452896464707
North Beach,37.80043,-122.40873,Entire home/apt,4,16,4.94,f,0,34,48,74,0.25,0.25,0.5,4.770684624465665
Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,2,30,4.97,t,0,195,57,57,0.5,0.5,1.0,5.187385805840755
North Beach,37.8076,-122.41317,Private room,2,0,0.0,t,29,99,23,60,0.5,0.5,0.5,5.247024072160486
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,f,10,283,48,69,0.3333333333333333,0.16666666666666666,0.5,5.886104031450156
Downtown/Civic Center,37.78865444064736,-122.40964159550448,Entire home/apt,2,2,5.0,f,16,53,24,72,0.0,0.5,1.0,5.43372200355424
Downtown/Civic Center,37.78697,-122.41224,Private room,2,0,0.0,t,29,360,9,72,0.5,0.5,0.5,5.521460917862246
Downtown/Civic Center,37.78735146128014,-122.42128828410588,Private room,2,0,0.0,f,30,365,36,49,0.5,0.5,0.5,5.572154032177765
Marina,37.80094957067711,-122.42589336627044,Shared room,1,49,4.9,f,30,341,9,17,0.0,1.0,0.0,4.060443010546419
North Beach,37.8043609,-122.4040744,Entire home/apt,5,0,0.0,f,30,90,15,17,0.4,0.5,0.4,5.713732805509369
Pacific Heights,37.79122218965717,-122.43166837444411,Entire home/apt,4,5,5.0,f,0,161,69,69,0.75,0.625,0.75,7.1592919047975645
Inner Richmond,37.77787,-122.44858,Entire home/apt,5,14,4.93,f,16,341,58,61,0.6,0.4,0.6,6.910750787961936
Parkside,37.74249,-122.47512,Private room,2,10,5.0,f,30,365,37,77,0.5,0.5,0.5,4.219507705176107
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,62,0.5,0.5,0.5,5.572154032177765
Noe Valley,37.75034,-122.43334,Entire home/apt,2,49,4.94,t,19,259,30,46,0.0,0.5,0.5,4.418840607796598
Western Addition,37.785175,-122.445808,Entire home/apt,8,16,4.88,f,0,227,32,83,0.375,0.3125,0.5,6.354370040797351
Outer Richmond,37.77262,-122.50855,Private room,2,282,4.84,t,12,62,23,41,0.5,0.5,0.5,4.290459441148391
Outer Sunset,37.74878,-122.50101,Entire home/apt,2,902,4.95,t,10,231,47,71,0.5,0.5,0.5,4.997212273764115
North Beach,37.8054714,-122.4168419,Entire home/apt,4,0,0.0,f,27,361,45,70,0.0,0.25,0.25,6.210600077024653
Diamond Heights,37.74144,-122.44601,Entire home/apt,4,16,5.0,t,19,34,45,77,0.5,0.25,0.5,5.634789603169249
South of Market,37.77527,-122.39025,Entire home/apt,2,5,4.8,t,0,294,72,36,0.5,0.5,0.5,5.493061443340548
Ocean View,37.72133,-122.46872,Private room,1,9,5.0,t,0,133,20,66,1.0,1.0,1.0,4.204692619390966
Inner Richmond,37.783466,-122.471701,Entire home/apt,1,9,4.44,f,1,336,52,79,1.0,1.0,2.0,4.844187086458591
Pacific Heights,37.79311,-122.4239,Entire home/apt,7,9,5.0,f,22,325,30,68,0.42857142857142855,0.2857142857142857,0.5714285714285714,6.931471805599453
Noe Valley,37.74691,-122.4251,Entire home/apt,3,313,4.97,t,11,176,32,40,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.568344503761097
Marina,37.80411,-122.44081,Entire home/apt,2,76,4.89,f,0,274,33,80,0.5,0.5,0.5,6.234410725718371
Crocker Amazon,37.71360106204386,-122.4376857727076,Entire home/apt,8,0,0.0,f,0,151,38,83,0.5,0.1875,0.5,5.1647859739235145
Mission,37.74924,-122.41812,Entire home/apt,4,13,5.0,f,0,116,39,0,0.5,0.25,0.5,4.499809670330265
Marina,37.7992316,-122.4252315,Entire home/apt,2,7,5.0,t,0,239,46,47,0.5,0.5,0.5,5.1647859739235145
Lakeshore,37.73269,-122.49289,Private room,2,2,5.0,t,6,60,43,76,1.0,1.0,1.0,5.420534999272286
Inner Sunset,37.7641,-122.477,Entire home/apt,7,46,4.43,f,15,331,39,75,0.2857142857142857,0.2857142857142857,0.5714285714285714,6.100318952020064
Castro/Upper Market,37.76793208222566,-122.4378377048018,Private room,2,34,5.0,t,15,46,55,69,0.5,0.5,0.5,4.844187086458591
Inner Richmond,37.77942,-122.46862,Entire home/apt,16,0,0.0,f,0,295,12,58,0.3125,0.125,0.5,6.529418838262226
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,6,0,0.0,t,7,295,52,63,0.5,0.3333333333333333,0.5,5.976350909297934
North Beach,37.80217,-122.40987,Private room,2,29,4.55,f,11,323,18,60,0.5,0.5,0.5,5.332718793265369
Downtown/Civic Center,37.7885796,-122.4159416,Private room,2,17,4.41,f,28,147,26,32,0.5,0.5,0.5,4.6913478822291435
Inner Richmond,37.78576,-122.46474,Entire home/apt,2,6,5.0,f,0,277,43,75,0.5,0.5,0.5,5.564520407322694
Parkside,37.74165,-122.50651,Entire home/apt,5,13,5.0,f,5,120,45,65,0.4,0.2,0.4,5.3471075307174685
West of Twin Peaks,37.73241,-122.46432,Entire home/apt,4,534,4.75,t,14,306,55,72,0.25,0.25,0.5,4.844187086458591
Downtown/Civic Center,37.78113,-122.4156,Private room,2,122,4.64,f,30,239,41,54,0.5,0.5,1.0,4.477336814478207
Castro/Upper Market,37.76223,-122.42918,Entire home/apt,2,93,4.69,f,0,150,42,37,1.0,0.5,0.5,4.174387269895637
Inner Richmond,37.78075,-122.47332,Entire home/apt,8,38,5.0,f,0,248,56,76,0.5,0.3125,0.5,6.774223886357614
Marina,37.7962136,-122.436793,Entire home/apt,4,4,5.0,t,0,89,49,83,0.5,0.25,0.75,5.552959584921617
Haight Ashbury,37.77023,-122.44985,Entire home/apt,14,0,0.0,f,29,364,39,66,0.5,0.21428571428571427,0.42857142857142855,6.20455776256869
Outer Sunset,37.75966,-122.50913,Entire home/apt,5,8,5.0,t,30,122,44,81,0.4,0.2,0.8,5.393627546352362
Potrero Hill,37.75719,-122.40047,Entire home/apt,4,28,4.89,f,8,335,55,53,0.5,0.5,0.25,5.932245187448011
Russian Hill,37.80464374254691,-122.42443698494638,Entire home/apt,6,30,5.0,t,23,43,56,71,0.3333333333333333,0.3333333333333333,0.5,6.824373670043086
Nob Hill,37.79421763364678,-122.4212872697107,Entire home/apt,10,0,0.0,f,30,365,51,76,0.4,0.25,0.5,5.978885764901122
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,62,0.5,0.5,0.5,5.572154032177765
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,80,0.5,0.5,0.5,5.572154032177765
Presidio Heights,37.78684,-122.45856,Entire home/apt,2,76,4.61,t,0,82,26,31,0.0,0.5,0.5,4.68213122712422
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,9,4.0,f,30,365,35,71,0.5,0.5,0.5,5.736572297479192
Russian Hill,37.79731,-122.42157,Entire home/apt,4,43,4.67,f,0,150,26,83,0.25,0.25,0.25,5.099866427824199
North Beach,37.806732733757656,-122.41214474020258,Entire home/apt,2,2,5.0,f,28,363,49,74,0.5,0.5,0.5,5.6131281063880705
Bernal Heights,37.74676,-122.40702,Entire home/apt,2,190,4.96,t,1,187,57,80,0.5,0.5,2.0,4.584967478670572
Castro/Upper Market,37.7612295,-122.444876,Entire home/apt,2,4,5.0,f,1,102,30,89,0.5,0.5,0.5,5.298317366548036
Bernal Heights,37.73963,-122.41492,Private room,2,274,4.83,t,5,281,43,175,0.5,0.5,0.5,4.68213122712422
Noe Valley,37.75165,-122.44043,Entire home/apt,8,209,4.8,f,26,361,46,44,0.375,0.3125,0.375,5.991464547107982
Financial District,37.78999,-122.40495,Private room,2,30,4.57,f,16,228,12,77,0.5,0.5,0.5,4.48863636973214
Outer Sunset,37.75943,-122.47813,Entire home/apt,1,1,5.0,f,0,90,45,87,1.0,1.0,1.0,4.553876891600541
Western Addition,37.7757,-122.42966,Entire home/apt,4,162,4.81,t,10,262,49,37,0.5,0.5,0.5,5.003946305945459
South of Market,37.77468497081176,-122.40048410391776,Entire home/apt,5,1,5.0,f,0,35,25,78,0.4,0.4,0.4,5.313205979041787
Outer Sunset,37.75594,-122.477,Private room,2,0,0.0,f,0,105,31,44,0.5,0.75,0.5,4.02535169073515
Glen Park,37.73372761152197,-122.4346155258232,Entire home/apt,2,29,4.83,f,13,333,33,41,0.0,0.5,0.5,4.6443908991413725
Downtown/Civic Center,37.78802,-122.41185,Private room,4,0,0.0,f,30,365,13,50,0.25,0.25,0.25,5.8664680569332965
Marina,37.80043,-122.43431,Private room,1,9,4.78,t,25,360,17,63,1.0,1.0,1.0,4.127134385045092
Outer Mission,37.71941332219809,-122.44309967870302,Entire home/apt,8,65,4.92,t,14,202,64,78,0.375,0.3125,0.375,5.645446897643238
Excelsior,37.725636,-122.40976,Private room,6,84,4.85,t,27,362,60,74,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.6913478822291435
Haight Ashbury,37.76824,-122.44805,Entire home/apt,3,640,4.89,t,6,203,38,21,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.247024072160486
Russian Hill,37.80375,-122.41726,Private room,2,2,5.0,t,12,252,14,64,0.0,0.5,0.5,4.90527477843843
Ocean View,37.71265,-122.46867,Private room,1,0,0.0,f,0,335,9,28,1.0,1.0,1.0,3.8066624897703196
Bernal Heights,37.73525,-122.41725,Entire home/apt,6,34,5.0,t,0,129,34,41,0.5,0.16666666666666666,0.5,6.29156913955832
Downtown/Civic Center,37.78803610007067,-122.4081741289608,Private room,2,20,4.85,t,19,169,39,60,0.5,0.5,0.5,4.844187086458591
Diamond Heights,37.73673696480192,-122.44076589764936,Entire home/apt,3,7,4.57,f,29,269,58,85,0.3333333333333333,0.5,0.6666666666666666,5.017279836814924
Russian Hill,37.80550789999999,-122.4206092,Entire home/apt,4,0,0.0,f,0,314,18,0,0.25,0.25,0.5,5.66988092298052
Bernal Heights,37.73835,-122.41889,Entire home/apt,6,13,5.0,f,0,108,34,39,0.6666666666666666,0.5,0.6666666666666666,5.929589143389895
Outer Sunset,37.75932295104104,-122.478998046395,Entire home/apt,3,16,4.88,f,2,63,30,81,0.6666666666666666,0.3333333333333333,0.3333333333333333,5.501258210544727
Downtown/Civic Center,37.78677,-122.41101,Entire home/apt,3,33,4.94,t,0,5,20,73,0.0,0.3333333333333333,0.6666666666666666,4.605170185988092
Outer Sunset,37.75039,-122.50602,Entire home/apt,5,69,4.46,f,5,89,35,91,0.4,0.4,0.6,4.948759890378168
Bernal Heights,37.744488,-122.418688,Entire home/apt,6,143,5.0,t,18,247,48,80,0.5,0.16666666666666666,0.5,5.991464547107982
Downtown/Civic Center,37.79007,-122.40792,Private room,2,10,5.0,t,4,200,54,63,0.5,0.5,1.0,5.298317366548036
Outer Sunset,37.76072,-122.49188,Entire home/apt,8,354,4.84,t,14,328,39,84,0.375,0.3125,0.5,5.971261839790462
Diamond Heights,37.74652,-122.44455,Entire home/apt,4,13,4.92,t,0,212,56,65,0.5,0.25,0.5,4.962844630259907
Castro/Upper Market,37.76297,-122.42696,Entire home/apt,2,842,4.89,f,7,320,24,37,0.5,0.5,0.5,5.43372200355424
Crocker Amazon,37.7134904,-122.441104,Private room,1,12,4.5,f,30,231,29,65,1.0,2.0,1.0,3.8501476017100584
Chinatown,37.79045510589914,-122.40834748358472,Entire home/apt,2,0,0.0,f,0,88,20,11,0.0,0.5,0.5,5.564520407322694
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,27,0.5,0.5,0.5,5.572154032177765
Western Addition,37.78167,-122.42799,Entire home/apt,4,1,3.0,f,27,362,54,24,0.75,0.625,1.0,5.521460917862246
Nob Hill,37.79083,-122.41496,Entire home/apt,2,26,4.88,f,0,275,29,27,0.0,0.5,0.5,4.61512051684126
Potrero Hill,37.75975,-122.39576,Private room,2,193,4.91,t,1,326,32,39,0.5,0.5,0.5,4.7535901911063645
Outer Sunset,37.75225,-122.47794,Private room,2,3,5.0,f,1,93,33,82,0.5,0.75,0.5,4.02535169073515
Castro/Upper Market,37.76702,-122.42845,Entire home/apt,2,11,4.64,t,0,319,39,24,0.0,0.5,1.0,4.634728988229636
Pacific Heights,37.7890298,-122.4381701,Entire home/apt,4,8,4.88,t,1,103,56,39,0.5,0.25,0.5,5.298317366548036
Downtown/Civic Center,37.77965,-122.42176,Entire home/apt,4,31,4.77,t,12,12,31,70,0.25,0.25,0.5,5.220355825078324
Western Addition,37.78776,-122.42369,Private room,2,1,5.0,t,14,349,34,63,0.5,0.5,0.5,5.0106352940962555
Glen Park,37.739501953125,-122.42790222167967,Entire home/apt,2,400,4.91,t,4,277,43,69,0.5,0.5,0.5,4.499809670330265
Mission,37.74897778558141,-122.41111858132446,Entire home/apt,3,12,5.0,t,21,356,40,72,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.58724865840025
Haight Ashbury,37.769092,-122.4436069,Entire home/apt,2,9,4.33,f,0,212,31,6,0.5,0.5,0.5,4.74493212836325
Chinatown,37.797432,-122.407883,Private room,2,1223,4.67,t,26,361,35,78,0.5,0.5,0.5,5.062595033026967
Bernal Heights,37.74043,-122.41977,Entire home/apt,4,1,5.0,f,0,324,18,28,0.5,0.25,0.5,5.017279836814924
Castro/Upper Market,37.76006,-122.43424,Entire home/apt,2,150,4.91,t,4,328,60,86,0.5,0.5,1.0,5.342334251964811
Glen Park,37.74033,-122.4304,Entire home/apt,4,16,5.0,t,0,147,38,73,0.5,0.25,0.5,5.703782474656201
Excelsior,37.7181363,-122.4373349,Private room,1,104,4.88,f,3,222,23,79,1.0,1.0,1.0,3.970291913552122
Inner Richmond,37.77799,-122.4778,Entire home/apt,4,1,4.0,t,0,304,26,14,0.5,0.25,0.5,5.214935757608986
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,80,0.5,0.5,0.5,5.572154032177765
