neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,geo_cluster,log_price
Inner Richmond,37.78033,-122.45125,Entire home/apt,2,35,4.97,t,6,217,60,0.5,0.5,1.0,24,5.652489180268651
North Beach,37.80619,-122.41744,Private room,4,1,5.0,t,12,252,14,0.25,0.25,0.5,18,5.41610040220442
Downtown/Civic Center,37.78806436346171,-122.4128600678644,Entire home/apt,4,2,5.0,t,10,264,49,0.25,0.25,0.5,4,5.616771097666572
Financial District,37.79303350039727,-122.4032105249624,Shared room,6,10,4.8,t,28,269,26,0.16666666666666666,0.16666666666666666,1.0,4,4.343805421853684
Excelsior,37.72278557727147,-122.42586956511096,Entire home/apt,3,24,4.71,t,9,9,36,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4.382026634673881
Marina,37.79939125936368,-122.4342302005034,Private room,1,2,5.0,t,24,359,18,1.0,1.0,1.0,3,4.0943445622221
South of Market,37.78615,-122.39129,Entire home/apt,3,3,5.0,t,0,185,35,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,5.075173815233827
Bernal Heights,37.73392215201952,-122.41206601489874,Private room,2,51,4.96,t,12,237,34,0.0,0.5,0.0,2,4.663439094112067
Haight Ashbury,37.773120956298285,-122.44034422701552,Private room,2,0,0.0,f,29,269,53,0.5,0.5,0.5,6,4.941642422609304
Western Addition,37.7743,-122.43032,Entire home/apt,4,27,4.89,t,0,89,33,0.5,0.5,0.0,6,5.921578419643816
Downtown/Civic Center,37.78970069014047,-122.41151782146832,Entire home/apt,4,1,5.0,t,22,119,46,0.25,0.25,0.5,4,5.459585514144159
Downtown/Civic Center,37.78825,-122.41339,Entire home/apt,4,2,5.0,t,22,119,46,0.25,0.25,0.5,4,5.459585514144159
South of Market,37.7812714,-122.4018175,Entire home/apt,2,3,4.67,f,17,257,54,0.5,0.5,0.5,1,5.241747015059643
Downtown/Civic Center,37.7879,-122.40794,Private room,2,1,5.0,t,6,198,19,0.5,0.5,0.5,4,4.6443908991413725
Bernal Heights,37.73386,-122.43005,Entire home/apt,12,4,5.0,t,1,336,61,0.3333333333333333,0.25,0.5,2,6.333279628139691
Russian Hill,37.80141395358522,-122.41254417536192,Entire home/apt,2,21,5.0,t,0,76,52,0.5,1.0,0.5,18,6.424869023905388
Pacific Heights,37.7890298,-122.4381701,Entire home/apt,4,8,4.88,t,1,103,56,0.5,0.25,0.5,3,5.298317366548036
Mission,37.75876641016437,-122.40768100906672,Entire home/apt,7,7,5.0,t,6,231,27,0.5714285714285714,0.21428571428571427,0.5714285714285714,7,5.10594547390058
Nob Hill,37.79026512890576,-122.4199741849568,Private room,1,2,4.0,f,17,352,12,1.0,1.0,1.0,10,4.343805421853684
Marina,37.800743,-122.435119,Entire home/apt,2,75,5.0,t,2,182,62,0.5,0.5,0.5,3,5.802118375377063
Parkside,37.7407279,-122.4790754,Entire home/apt,4,3,5.0,f,23,252,5,0.5,0.25,0.5,22,5.247024072160486
Downtown/Civic Center,37.7889369,-122.412607,Private room,5,1,5.0,f,29,265,22,0.2,0.2,0.4,4,6.522092798170152
Western Addition,37.77123,-122.43078,Private room,2,139,4.94,t,10,342,47,0.5,0.75,0.5,6,4.356708826689592
Excelsior,37.7301815,-122.4138755,Private room,2,24,4.83,t,4,244,26,0.5,0.5,0.5,2,3.9889840465642745
Excelsior,37.7301815,-122.4138755,Private room,2,38,4.71,t,7,143,35,0.5,0.5,0.5,2,3.912023005428146
Excelsior,37.7301815,-122.4138755,Private room,2,27,4.81,t,17,257,20,0.5,0.5,0.5,2,3.9512437185814275
Excelsior,37.7301815,-122.4138755,Private room,2,34,4.79,t,7,157,18,0.5,0.5,0.5,2,3.970291913552122
Western Addition,37.78761,-122.42391,Private room,2,8,4.88,t,29,364,43,0.5,0.5,0.5,10,5.10594547390058
Outer Richmond,37.77981,-122.47874,Private room,5,79,4.87,f,8,227,49,0.2,0.3,0.4,15,4.477336814478207
Outer Sunset,37.756859807437166,-122.4928530516987,Entire home/apt,5,192,4.92,t,1,283,45,0.4,0.2,0.4,17,5.356586274672012
Nob Hill,37.79040395232632,-122.41377837049582,Entire home/apt,2,3,5.0,f,0,180,49,0.5,0.5,0.5,4,4.997212273764115
Western Addition,37.76975,-122.4309,Private room,2,97,4.96,t,12,340,48,0.5,0.5,0.5,6,4.477336814478207
Inner Richmond,37.77887,-122.45572,Entire home/apt,4,1,5.0,f,13,221,38,0.5,0.5,0.5,24,5.187385805840755
North Beach,37.80759,-122.42041,Private room,4,1,5.0,f,29,119,31,0.25,0.25,0.25,18,6.7226297948554485
Mission,37.761438499277546,-122.41376234422766,Entire home/apt,3,6,5.0,f,6,240,41,0.6666666666666666,0.5,0.6666666666666666,9,6.075346031088684
Western Addition,37.78443396847935,-122.43758674726824,Entire home/apt,8,61,4.85,t,0,215,70,0.375,0.25,0.5,24,6.212606095751519
Downtown/Civic Center,37.7889369,-122.412607,Private room,4,0,0.0,f,29,89,12,0.25,0.25,0.5,4,5.298317366548036
South of Market,37.78782,-122.39099,Entire home/apt,2,1,5.0,t,5,177,73,0.5,0.5,0.5,1,5.407171771460119
Downtown/Civic Center,37.78671,-122.41114,Private room,2,3,5.0,f,0,0,23,0.5,0.5,0.5,4,5.43372200355424
Western Addition,37.77116,-122.4288,Private room,2,89,4.96,t,15,342,48,0.5,0.5,0.5,6,4.499809670330265
Outer Richmond,37.77771,-122.47834,Private room,3,48,4.67,f,13,249,49,0.3333333333333333,0.5,0.6666666666666666,15,4.204692619390966
Outer Richmond,37.77784,-122.47828,Private room,4,48,4.69,f,12,248,48,0.25,0.375,0.5,15,4.30406509320417
South of Market,37.78573912900136,-122.39505372805216,Private room,1,4,5.0,t,2,305,45,1.0,1.0,1.0,1,4.382026634673881
Lakeshore,37.73334,-122.47649,Private room,1,0,0.0,f,0,209,8,1.0,1.0,1.0,22,3.970291913552122
North Beach,37.80074,-122.40874,Private room,2,3,3.33,f,0,168,18,0.5,1.0,0.5,18,3.9318256327243257
Western Addition,37.77452299999999,-122.4280389,Private room,1,15,5.0,t,1,126,14,1.0,1.0,1.0,6,4.605170185988092
Western Addition,37.78582,-122.43222,Private room,2,0,0.0,t,0,118,61,0.5,0.5,0.0,10,5.123963979403259
Financial District,37.792699,-122.39212,Private room,2,22,4.68,f,25,94,23,0.5,0.5,0.5,1,5.60947179518496
Financial District,37.792699,-122.39212,Private room,2,4,4.5,f,25,92,23,0.5,0.5,0.5,1,5.799092654460526
Financial District,37.792699,-122.39212,Private room,2,7,5.0,f,25,96,23,0.5,0.5,0.5,1,5.8998973535824915
Financial District,37.7889,-122.39275,Entire home/apt,2,0,0.0,t,2,235,69,0.5,0.5,0.5,1,5.517452896464707
South of Market,37.78662,-122.39278,Entire home/apt,2,1,5.0,t,4,226,68,0.5,0.5,0.5,1,5.5909869805108565
Parkside,37.74344194366393,-122.47373141130127,Private room,2,4,5.0,t,2,337,44,0.5,0.75,0.5,22,4.0943445622221
Downtown/Civic Center,37.7878525456739,-122.41934730267464,Entire home/apt,2,35,4.89,t,0,140,71,0.5,0.5,0.5,10,5.755742213586912
Mission,37.76818854057132,-122.41864413747828,Entire home/apt,2,2,4.5,t,0,201,24,0.5,0.5,0.5,9,4.90527477843843
Western Addition,37.77145121348347,-122.43057566321148,Private room,2,112,4.95,t,3,333,48,0.5,0.75,0.5,6,4.418840607796598
Excelsior,37.72292,-122.42505,Entire home/apt,8,9,5.0,t,7,76,55,0.375,0.3125,0.375,2,5.37989735354046
Western Addition,37.7758071,-122.4306759,Entire home/apt,11,31,4.87,t,10,77,47,0.36363636363636365,0.18181818181818182,0.6363636363636364,6,6.551080335043404
Western Addition,37.787637645564175,-122.42209249455854,Private room,2,0,0.0,f,30,365,35,0.5,0.5,0.5,10,5.572154032177765
Lakeshore,37.73252,-122.47547,Entire home/apt,2,42,4.81,t,17,174,49,0.0,0.5,0.5,22,4.897839799950911
Western Addition,37.78756,-122.42263,Private room,2,6,3.83,f,30,365,35,0.5,0.5,0.5,10,5.572154032177765
Pacific Heights,37.79442,-122.44469,Entire home/apt,4,8,5.0,t,0,243,49,0.75,0.5,0.75,3,7.4377951216719325
Nob Hill,37.78876320274976,-122.42075103091068,Private room,2,8,4.38,f,30,365,35,0.5,0.5,0.5,10,5.572154032177765
Bernal Heights,37.7367426,-122.4155237,Entire home/apt,2,0,0.0,f,11,251,40,0.5,0.5,1.0,2,4.700480365792417
Pacific Heights,37.79157410833746,-122.44322161762878,Entire home/apt,2,10,4.9,f,0,289,27,0.5,0.5,0.5,3,5.476463551931511
Presidio Heights,37.78442050195479,-122.45030376390186,Entire home/apt,4,58,4.84,t,11,123,43,0.25,0.25,0.5,24,5.135798437050262
Russian Hill,37.7986859630308,-122.41604975335044,Private room,2,28,4.96,t,29,254,60,0.5,0.75,0.5,18,5.529429087511423
Inner Richmond,37.78576,-122.46474,Entire home/apt,2,6,5.0,f,0,277,43,0.5,0.5,0.5,15,5.564520407322694
Downtown/Civic Center,37.78841,-122.41127,Entire home/apt,4,0,0.0,t,8,8,34,0.0,0.25,0.5,4,5.5254529391317835
Western Addition,37.7891,-122.42912,Entire home/apt,1,0,0.0,f,0,244,7,0.0,1.0,1.0,10,4.51085950651685
Western Addition,37.771846249856985,-122.42594198531074,Private room,2,0,0.0,t,0,176,47,0.5,0.5,1.0,6,4.605170185988092
Western Addition,37.78745443461002,-122.42258285163226,Private room,2,0,0.0,f,30,365,36,0.5,0.5,0.5,10,5.572154032177765
Downtown/Civic Center,37.78724,-122.42127,Private room,2,3,3.67,f,30,365,36,0.5,0.5,0.5,10,5.736572297479192
Downtown/Civic Center,37.78793279439331,-122.4205576361458,Private room,2,0,0.0,f,30,365,36,0.5,0.5,0.5,10,5.572154032177765
Potrero Hill,37.75364440383154,-122.39969442983276,Private room,1,8,5.0,f,0,115,8,1.0,1.0,1.0,7,5.017279836814924
Downtown/Civic Center,37.78735146128014,-122.42128828410588,Private room,2,0,0.0,f,30,365,36,0.5,0.5,0.5,10,5.572154032177765
Downtown/Civic Center,37.78734786897246,-122.421222207565,Private room,2,0,0.0,f,30,365,36,0.5,0.5,0.5,10,5.572154032177765
Nob Hill,37.78930781709531,-122.42103072585452,Private room,2,0,0.0,f,30,365,36,0.5,0.5,0.5,10,5.736572297479192
Western Addition,37.78927,-122.42226,Private room,2,0,0.0,f,30,365,36,0.5,0.5,0.5,10,5.572154032177765
Parkside,37.74333556742933,-122.47670101067628,Private room,2,3,4.33,t,16,256,33,0.5,0.5,0.5,22,4.07753744390572
Nob Hill,37.79001433034162,-122.4129676379194,Entire home/apt,4,0,0.0,f,0,58,39,0.25,0.25,0.0,4,5.521460917862246
Pacific Heights,37.7932,-122.42334,Entire home/apt,4,0,0.0,f,0,243,18,0.5,0.5,0.5,10,5.429345628954441
North Beach,37.8054714,-122.4168419,Private room,2,1,5.0,f,0,3,12,0.5,0.5,0.0,18,5.978885764901122
Outer Sunset,37.7460651,-122.5073465,Entire home/apt,2,68,4.88,t,5,294,68,0.5,0.5,0.5,17,5.159055299214529
Chinatown,37.79771193020809,-122.40716610726014,Private room,1,4,3.75,f,0,264,18,1.0,2.0,1.0,18,3.6109179126442243
Downtown/Civic Center,37.78924,-122.40974,Private room,2,82,4.85,t,24,99,23,0.5,0.5,0.5,4,5.25227342804663
Lakeshore,37.7339,-122.47362,Entire home/apt,2,19,4.89,t,21,77,33,0.5,0.5,0.5,22,5.135798437050262
North Beach,37.80507,-122.41197,Entire home/apt,6,12,4.67,t,7,301,55,0.5,0.16666666666666666,0.5,18,5.8998973535824915
Bayview,37.73456214652021,-122.3910664891618,Private room,1,0,0.0,f,0,148,8,1.0,1.5,0.0,14,3.6888794541139363
Presidio Heights,37.78393573498416,-122.45335978986434,Entire home/apt,4,45,4.91,t,10,329,41,0.25,0.25,0.5,24,5.356586274672012
Bernal Heights,37.7417911,-122.4233063,Entire home/apt,10,0,0.0,f,28,363,11,0.4,0.2,0.6,2,5.700443573390687
Mission,37.76102360014311,-122.41770096868991,Private room,1,0,0.0,t,0,29,28,1.0,3.0,1.0,9,4.882801922586371
Haight Ashbury,37.77453,-122.44096,Entire home/apt,10,1,5.0,f,0,240,31,0.5,0.2,0.5,24,6.20455776256869
Mission,37.7566368,-122.4228241,Private room,2,33,4.85,f,5,55,47,0.5,0.75,0.5,9,4.727387818712341
Marina,37.7962136,-122.436793,Entire home/apt,4,4,5.0,t,0,89,49,0.5,0.25,0.75,3,5.552959584921617
Mission,37.76837,-122.41873,Entire home/apt,2,3,5.0,f,0,235,50,0.5,0.5,0.5,9,4.867534450455582
Castro/Upper Market,37.75739987522925,-122.42825929466048,Entire home/apt,4,46,5.0,t,10,56,60,0.5,0.625,0.5,13,6.202535517187923
Marina,37.804656224479885,-122.43577095101269,Entire home/apt,4,46,4.96,t,10,113,40,0.5,0.25,0.75,3,5.723585101952381
Pacific Heights,37.79103216259279,-122.42297606781348,Private room,6,5,5.0,t,7,320,49,0.3333333333333333,0.3333333333333333,0.3333333333333333,10,6.396929655216146
Outer Sunset,37.7543361,-122.5042332,Private room,2,60,4.92,t,7,56,46,0.5,0.5,0.5,17,4.430816798843313
Castro/Upper Market,37.75955,-122.43002,Entire home/apt,5,0,0.0,f,0,335,8,0.4,0.4,0.0,9,5.808142489980444
Financial District,37.78958292635906,-122.40526259585856,Private room,1,7,4.71,f,29,267,15,1.0,1.0,1.0,4,5.099866427824199
Potrero Hill,37.75923909999999,-122.3896364,Entire home/apt,2,40,4.98,t,1,288,41,0.5,0.5,0.5,7,5.272999558563747
Downtown/Civic Center,37.786764,-122.409433,Private room,2,613,4.68,f,28,96,22,0.5,0.5,0.5,4,4.442651256490317
Mission,37.767787036967455,-122.41878582481831,Entire home/apt,4,1,5.0,f,9,249,57,0.75,0.5,0.75,9,5.293304824724492
Outer Sunset,37.76274442982475,-122.5056791166482,Entire home/apt,4,71,4.94,t,14,145,28,0.5,0.25,0.75,17,5.313205979041787
Nob Hill,37.79489,-122.41388,Entire home/apt,2,1,3.0,f,7,311,40,0.5,0.5,0.5,4,4.709530201312334
Inner Richmond,37.78028715652295,-122.4558254319724,Entire home/apt,6,16,4.69,t,0,147,9,0.5,0.3333333333333333,0.6666666666666666,24,5.863631175598097
Castro/Upper Market,37.75744956289165,-122.4371049553156,Entire home/apt,2,5,5.0,t,0,118,43,0.5,0.5,0.5,21,5.3230099791384085
Mission,37.76795914914816,-122.41911353385731,Entire home/apt,2,0,0.0,t,7,342,33,0.5,0.5,0.5,9,5.783825182329737
Inner Richmond,37.78676,-122.47804,Entire home/apt,2,47,5.0,t,6,243,43,0.5,0.5,1.0,15,5.030437921392435
Parkside,37.74004,-122.48117,Entire home/apt,6,79,4.99,t,6,44,55,0.5,0.25,0.6666666666666666,22,5.8888779583328805
Western Addition,37.78638385878479,-122.44177023489937,Entire home/apt,6,23,5.0,t,4,10,50,0.5,0.3333333333333333,0.5,24,6.363028103540465
Downtown/Civic Center,37.78777,-122.41348,Entire home/apt,2,0,0.0,f,25,62,26,0.5,0.5,0.5,4,6.0330862217988015
Western Addition,37.77374,-122.42971,Private room,1,2,5.0,f,10,335,36,1.0,1.0,1.0,6,4.219507705176107
Outer Sunset,37.7474287,-122.4822149,Entire home/apt,7,14,5.0,t,7,307,66,0.5714285714285714,0.2857142857142857,0.5714285714285714,22,6.359573868672378
Twin Peaks,37.75846,-122.45072,Entire home/apt,6,33,4.94,t,10,130,50,0.3333333333333333,0.3333333333333333,0.5,21,6.486160788944089
Downtown/Civic Center,37.78402031822892,-122.40926918861058,Entire home/apt,2,1,5.0,f,30,270,40,0.5,0.5,0.0,4,5.703782474656201
Financial District,37.78933,-122.40506,Private room,1,2,5.0,f,30,270,13,1.0,1.0,1.0,4,5.093750200806762
Mission,37.75048209875331,-122.4171100440489,Private room,2,2,5.0,f,13,163,42,0.5,0.5,0.5,20,4.6443908991413725
Mission,37.74897778558141,-122.41111858132446,Entire home/apt,3,12,5.0,t,21,356,40,0.6666666666666666,0.3333333333333333,0.6666666666666666,20,5.58724865840025
Outer Mission,37.72767,-122.43281,Private room,1,8,4.5,t,26,266,10,1.0,1.0,1.0,5,4.3694478524670215
Russian Hill,37.80038,-122.41514,Private room,1,28,5.0,t,9,238,54,1.0,2.5,1.0,18,5.117993812416755
Russian Hill,37.80025332513615,-122.41621871056556,Private room,2,38,4.95,t,15,232,47,0.5,1.0,0.5,18,5.19295685089021
Haight Ashbury,37.771625293388446,-122.43757503810296,Entire home/apt,12,66,4.8,t,6,177,52,0.4166666666666667,0.20833333333333334,0.5,6,5.988961416889864
Excelsior,37.73146,-122.41371,Entire home/apt,2,0,0.0,f,29,364,42,1.0,1.0,1.0,2,5.476463551931511
Excelsior,37.73008,-122.42677,Private room,2,16,5.0,t,11,323,49,0.5,0.5,0.5,2,3.9889840465642745
Western Addition,37.78562422411069,-122.42948687743184,Entire home/apt,5,3,4.33,f,0,176,53,0.8,0.6,0.8,10,6.51471269087253
Downtown/Civic Center,37.78947409501448,-122.4075460869983,Entire home/apt,4,2,5.0,f,16,63,29,0.25,0.25,0.5,4,5.247024072160486
South of Market,37.77529,-122.39057,Entire home/apt,3,4,5.0,f,4,15,55,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,6.558197802812269
Castro/Upper Market,37.7588337,-122.431693,Entire home/apt,8,69,4.99,t,7,209,65,0.375,0.25,0.75,13,5.8916442118257715
Downtown/Civic Center,37.78953257742397,-122.40713984539492,Entire home/apt,2,1,5.0,f,13,64,11,0.5,0.5,0.5,4,5.135798437050262
West of Twin Peaks,37.74274,-122.4617,Entire home/apt,3,104,4.92,t,1,22,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,19,4.90527477843843
Outer Mission,37.72604445375029,-122.43453844204667,Private room,1,12,5.0,t,30,270,9,1.0,1.0,1.0,5,4.23410650459726
Nob Hill,37.79016,-122.41129,Entire home/apt,3,6,5.0,t,0,212,44,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,5.19295685089021
Bernal Heights,37.74741,-122.42087,Entire home/apt,4,63,4.9,t,2,67,43,0.5,0.25,0.5,13,5.58724865840025
South of Market,37.77243410000001,-122.3972595,Entire home/apt,3,8,4.88,f,0,241,63,0.3333333333333333,0.5,0.0,1,5.8971538676367405
Downtown/Civic Center,37.78705,-122.41289,Entire home/apt,2,10,4.4,f,0,311,14,0.0,0.5,0.5,4,4.605170185988092
Western Addition,37.77845,-122.42564,Entire home/apt,2,9,4.89,t,0,304,36,0.0,0.5,0.5,6,4.787491742782046
Financial District,37.78602958403447,-122.40412189479284,Entire home/apt,2,1,5.0,f,28,363,39,0.5,0.5,1.0,4,5.8971538676367405
Chinatown,37.79042,-122.40868,Entire home/apt,2,5,4.8,f,23,358,50,0.5,0.5,0.5,4,5.407171771460119
Nob Hill,37.78872676772384,-122.42061863029782,Entire home/apt,2,11,5.0,t,7,87,62,0.5,0.5,0.5,10,5.71042701737487
Outer Mission,37.7332353,-122.4393145,Entire home/apt,4,72,4.89,t,12,333,60,0.5,0.5,0.5,5,4.941642422609304
Downtown/Civic Center,37.78837076092248,-122.40957109358742,Entire home/apt,2,1,5.0,f,28,363,49,0.5,0.5,0.5,4,5.545177444479562
Downtown/Civic Center,37.785477096172166,-122.4064138347881,Entire home/apt,2,0,0.0,f,28,363,45,0.5,0.5,0.5,4,5.666426688112432
Downtown/Civic Center,37.78794,-122.4125,Entire home/apt,2,1,5.0,f,28,363,47,0.5,0.5,0.5,4,5.342334251964811
Financial District,37.78599,-122.4035,Entire home/apt,2,0,0.0,f,28,363,48,0.5,0.5,0.5,4,6.670766320845874
Nob Hill,37.79124069413744,-122.40957875610376,Entire home/apt,2,0,0.0,f,28,363,43,0.5,0.5,0.5,4,5.817111159963204
Nob Hill,37.79053500662464,-122.41511689383056,Private room,2,92,4.77,f,8,58,58,0.5,0.5,0.0,4,4.290459441148391
Outer Sunset,37.75037,-122.50287,Private room,1,3,5.0,f,3,338,38,1.0,1.0,1.0,17,4.941642422609304
Downtown/Civic Center,37.78716649858409,-122.41138176331272,Entire home/apt,2,2,5.0,f,28,363,47,0.5,0.5,0.5,4,5.8289456176102075
Financial District,37.79543,-122.40136,Entire home/apt,2,0,0.0,f,28,363,42,0.5,0.5,0.5,4,6.60934924316738
Russian Hill,37.80132523628063,-122.4161301576603,Entire home/apt,16,0,0.0,f,29,269,5,0.0625,0.0625,0.0625,18,6.214608098422191
Mission,37.7574,-122.4237,Private room,2,16,4.75,f,10,67,38,0.5,0.75,0.5,9,4.3694478524670215
Downtown/Civic Center,37.78681152189068,-122.409675672962,Entire home/apt,2,0,0.0,f,28,363,46,0.5,0.5,0.5,4,5.950642552587727
Downtown/Civic Center,37.78887106801474,-122.40941861248297,Entire home/apt,2,0,0.0,f,28,363,50,0.5,0.5,0.5,4,6.208590026096629
Downtown/Civic Center,37.78594919915952,-122.41237247155271,Entire home/apt,2,2,4.5,f,28,363,43,0.5,0.5,0.5,4,5.768320995793772
Downtown/Civic Center,37.7888,-122.40827,Entire home/apt,2,0,0.0,f,28,363,48,0.5,0.5,0.5,4,6.077642243349034
Russian Hill,37.80633,-122.42008,Entire home/apt,2,2,5.0,f,28,363,47,0.5,0.5,0.5,18,5.950642552587727
Marina,37.79915,-122.42524,Private room,1,1,5.0,t,0,335,27,1.0,1.0,1.0,10,4.31748811353631
Financial District,37.79486,-122.3945,Entire home/apt,2,0,0.0,f,28,363,48,0.5,0.5,1.0,1,6.126869184114185
North Beach,37.80557613121212,-122.41487928361543,Entire home/apt,2,0,0.0,f,28,363,47,0.5,0.5,0.5,18,5.62040086571715
North Beach,37.80644,-122.41687,Entire home/apt,2,0,0.0,f,28,363,52,0.5,0.5,0.5,18,5.840641657373398
Downtown/Civic Center,37.78425632875975,-122.408212849108,Entire home/apt,2,0,0.0,f,28,363,46,0.5,0.5,0.5,4,5.945420608606575
Financial District,37.78695,-122.39596,Entire home/apt,2,0,0.0,f,28,363,48,0.5,0.5,0.5,1,6.184148890937483
Financial District,37.79581,-122.40504,Entire home/apt,2,0,0.0,f,28,363,50,0.5,0.5,0.5,4,6.498282149476434
Downtown/Civic Center,37.78773770354714,-122.41179360750168,Entire home/apt,2,0,0.0,f,28,363,45,0.5,0.5,0.5,4,6.429719478039138
North Beach,37.80730698663766,-122.4186641550466,Entire home/apt,2,2,5.0,f,28,363,46,0.5,0.5,0.5,18,5.583496308781699
Western Addition,37.785889236147376,-122.43009424388067,Entire home/apt,2,0,0.0,f,28,363,49,0.5,0.5,0.5,10,6.79346613258001
Chinatown,37.79125291868189,-122.40563554682409,Entire home/apt,2,0,0.0,f,28,363,44,0.5,0.5,0.5,4,5.648974238161206
North Beach,37.806732733757656,-122.41214474020258,Entire home/apt,2,2,5.0,f,28,363,49,0.5,0.5,0.5,18,5.6131281063880705
Marina,37.80087,-122.43946,Entire home/apt,2,0,0.0,f,28,363,51,0.5,0.5,0.5,3,5.857933154483459
Nob Hill,37.79062293146238,-122.410839116838,Entire home/apt,2,0,0.0,f,28,363,46,0.5,0.5,0.5,4,5.459585514144159
North Beach,37.80589592868309,-122.4160427705421,Entire home/apt,2,0,0.0,f,28,363,50,0.5,0.5,0.5,18,5.786897381366708
South of Market,37.7738,-122.38964,Entire home/apt,2,0,0.0,f,28,363,49,0.5,0.5,0.5,1,7.155396301896734
Western Addition,37.78600741730256,-122.43140722098175,Entire home/apt,2,0,0.0,f,28,363,42,0.5,0.5,0.5,10,5.986452005284438
Downtown/Civic Center,37.78473738779027,-122.41034977193326,Entire home/apt,2,0,0.0,f,28,363,48,0.5,0.5,0.5,4,6.035481432524756
Downtown/Civic Center,37.78563,-122.40728,Entire home/apt,2,0,0.0,f,28,363,46,0.5,0.5,0.5,4,5.840641657373398
South of Market,37.78165115403121,-122.40286033560672,Entire home/apt,2,0,0.0,f,28,363,39,0.5,0.5,0.5,1,6.148468295917647
North Beach,37.8066,-122.41707,Entire home/apt,2,0,0.0,f,28,363,45,0.5,0.5,0.5,18,5.886104031450156
Downtown/Civic Center,37.78444,-122.42021,Entire home/apt,2,0,0.0,f,28,363,45,0.5,0.5,0.5,10,5.8522024797744745
Financial District,37.790697984516896,-122.40274625320612,Entire home/apt,2,0,0.0,f,28,363,48,0.5,0.5,0.5,4,5.793013608384144
Nob Hill,37.79001,-122.41051,Entire home/apt,2,0,0.0,f,28,363,46,0.5,0.5,0.5,4,6.021023349349527
South of Market,37.77856833482981,-122.39153057086196,Entire home/apt,2,0,0.0,f,28,363,48,0.5,0.5,0.5,1,6.654152520183219
North Beach,37.80734,-122.41466,Entire home/apt,2,2,4.5,f,28,363,44,0.5,0.5,0.5,18,5.4510384535657
North Beach,37.805898561861554,-122.41790282424846,Entire home/apt,2,0,0.0,f,28,363,46,0.5,0.5,0.5,18,6.137727054086234
Downtown/Civic Center,37.78783165616401,-122.4092406493794,Entire home/apt,2,0,0.0,f,28,363,43,0.5,0.5,0.5,4,5.676753802268282
Downtown/Civic Center,37.78790605418728,-122.4107466785306,Entire home/apt,2,1,5.0,f,28,363,52,0.5,0.5,0.5,4,5.662960480135946
Downtown/Civic Center,37.78764,-122.41235,Entire home/apt,2,0,0.0,f,28,363,47,0.5,0.5,0.5,4,5.583496308781699
Financial District,37.78422710773132,-122.3992459502073,Entire home/apt,2,1,5.0,f,28,363,46,0.5,0.5,0.5,1,6.97354301952014
Downtown/Civic Center,37.789462805860936,-122.40777935678037,Entire home/apt,2,1,5.0,f,28,363,42,0.5,0.5,0.5,4,5.666426688112432
Visitacion Valley,37.70982,-122.40633,Private room,4,63,4.73,t,13,332,22,0.25,0.125,0.5,14,4.007333185232471
Visitacion Valley,37.71021,-122.40487,Private room,2,35,4.83,t,4,326,35,0.5,0.25,0.5,14,4.02535169073515
Haight Ashbury,37.77471166221109,-122.44614385222046,Entire home/apt,9,0,0.0,f,29,269,18,0.4444444444444444,0.2222222222222222,0.4444444444444444,24,5.583496308781699
Western Addition,37.771115004018085,-122.4320354102307,Entire home/apt,6,0,0.0,f,29,179,14,0.5,0.4166666666666667,0.6666666666666666,6,6.0867747269123065
South of Market,37.78733,-122.39025,Entire home/apt,5,4,5.0,f,0,324,60,0.4,0.4,0.6,1,6.068425588244111
North Beach,37.79961,-122.40382,Entire home/apt,2,2,5.0,t,8,343,32,0.5,0.5,0.5,18,5.5254529391317835
Excelsior,37.72987833938543,-122.4131866852987,Entire home/apt,2,0,0.0,f,0,319,44,1.0,1.0,1.5,2,5.337538079701318
Noe Valley,37.74291722977623,-122.43355256522024,Entire home/apt,4,9,5.0,f,17,145,43,0.5,0.5,0.5,13,5.521460917862246
Potrero Hill,37.75719,-122.40047,Entire home/apt,4,28,4.89,f,8,335,55,0.5,0.5,0.25,7,5.932245187448011
Marina,37.7990074,-122.4403967,Private room,4,61,4.33,f,27,354,25,0.25,0.25,0.5,3,5.081404364984463
Visitacion Valley,37.71134442681461,-122.40448795589634,Private room,2,45,4.89,t,3,318,23,0.5,0.5,0.5,14,4.0943445622221
Bayview,37.73616,-122.39013,Private room,2,1,5.0,t,24,144,38,0.5,1.0,0.5,14,3.8066624897703196
Nob Hill,37.79415324793901,-122.41314341134031,Entire home/apt,2,4,5.0,t,0,141,34,0.0,0.5,0.5,4,4.382026634673881
Outer Sunset,37.76337,-122.50549,Entire home/apt,4,86,4.53,f,15,342,22,0.5,0.25,0.75,17,4.605170185988092
North Beach,37.80407,-122.40901,Private room,5,27,4.85,t,7,301,53,0.4,0.2,0.4,18,5.860786223465865
Outer Sunset,37.75852,-122.50988,Entire home/apt,2,0,0.0,f,0,58,12,0.5,0.5,0.5,17,4.553876891600541
