neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,geo_cluster,log_price
Downtown/Civic Center,37.78782,-122.41249,Private room,4,4,5.0,f,0,152,28,0.25,0.25,0.5,4,6.214608098422191
Bernal Heights,37.73771,-122.4164,Entire home/apt,4,289,4.82,f,12,321,48,0.25,0.25,0.5,2,4.990432586778736
Noe Valley,37.75184,-122.43703,Entire home/apt,4,14,4.5,f,0,0,29,0.5,0.375,0.5,13,4.962844630259907
Mission,37.75748,-122.42204,Entire home/apt,7,21,4.9,f,29,364,43,0.5714285714285714,0.2857142857142857,0.5714285714285714,9,6.317164686747284
South of Market,37.78778,-122.39185,Entire home/apt,2,14,4.71,f,5,264,25,0.5,0.5,0.5,1,5.204006687076795
Downtown/Civic Center,37.78952,-122.4133,Entire home/apt,2,82,4.87,f,0,227,46,0.5,0.5,0.5,4,5.429345628954441
Inner Richmond,37.78374,-122.47608,Private room,2,5,3.8,f,24,359,9,0.5,0.5,0.0,15,4.0943445622221
Outer Sunset,37.75161,-122.50635,Entire home/apt,4,28,4.89,f,13,254,37,0.5,0.25,0.5,17,5.4680601411351315
Castro/Upper Market,37.76685,-122.43323,Private room,1,529,4.95,t,5,31,65,1.0,1.5,1.0,6,4.68213122712422
Chinatown,37.79094,-122.40724,Entire home/apt,2,3,3.33,f,0,149,33,0.5,0.5,0.5,4,4.890349128221754
North Beach,37.80246,-122.40379,Entire home/apt,2,270,4.93,t,4,303,24,0.5,0.5,0.5,18,5.342334251964811
Outer Sunset,37.76258,-122.50215,Entire home/apt,3,330,4.85,t,16,237,48,0.3333333333333333,0.3333333333333333,1.3333333333333333,17,4.770684624465665
Haight Ashbury,37.77282,-122.43798,Entire home/apt,2,355,4.98,f,7,295,28,0.5,0.5,0.5,6,5.135798437050262
Noe Valley,37.74744,-122.43685,Entire home/apt,4,147,4.99,t,0,45,37,0.5,0.25,0.5,13,5.926926025970411
Bernal Heights,37.73711,-122.42345,Entire home/apt,2,41,4.95,t,24,105,51,0.0,0.5,0.5,2,4.7535901911063645
Castro/Upper Market,37.76421,-122.43397,Entire home/apt,4,253,4.96,t,8,52,42,0.5,0.25,0.5,6,5.703782474656201
Outer Sunset,37.76234,-122.49349,Entire home/apt,6,406,4.78,f,8,283,34,0.3333333333333333,0.25,0.5,17,5.0106352940962555
Mission,37.75894,-122.41187,Entire home/apt,6,66,4.97,f,20,21,57,0.3333333333333333,0.25,0.3333333333333333,20,6.1224928095143865
West of Twin Peaks,37.73616,-122.45413,Entire home/apt,2,165,4.97,t,2,159,38,0.5,0.5,0.5,19,4.330733340286331
Twin Peaks,37.74952,-122.44851,Entire home/apt,4,118,4.93,t,8,319,20,0.5,0.25,0.75,21,5.793013608384144
Western Addition,37.7716,-122.43245,Entire home/apt,2,163,4.88,t,4,126,34,0.0,0.5,0.5,6,4.584967478670572
Bernal Heights,37.74486,-122.41814,Entire home/apt,2,976,4.89,t,3,3,36,0.0,0.5,0.5,20,4.454347296253507
West of Twin Peaks,37.7284,-122.45757,Private room,1,36,4.81,t,6,156,37,1.0,0.5,1.0,19,4.174387269895637
West of Twin Peaks,37.7284,-122.45757,Private room,1,25,4.52,t,29,269,37,1.0,0.5,1.0,19,3.8066624897703196
West of Twin Peaks,37.7284,-122.45757,Private room,1,37,4.73,t,21,261,35,1.0,0.5,1.0,19,4.1588830833596715
Diamond Heights,37.74202,-122.43722,Entire home/apt,6,11,4.91,f,0,230,75,0.5,0.5,0.3333333333333333,13,5.857933154483459
Outer Mission,37.72912,-122.44475,Entire home/apt,2,810,4.9,t,13,231,32,0.5,0.5,0.5,5,4.718498871295094
Potrero Hill,37.75738,-122.38933,Entire home/apt,4,80,4.93,t,5,237,52,0.5,0.5,0.5,7,6.570882962339584
West of Twin Peaks,37.74303,-122.469,Entire home/apt,4,424,4.91,t,15,318,35,0.25,0.25,0.5,22,4.795790545596741
Downtown/Civic Center,37.78751,-122.40929,Entire home/apt,4,10,4.9,f,27,351,20,0.0,0.25,0.5,4,5.700443573390687
Financial District,37.78931,-122.40588,Private room,4,323,4.45,f,12,209,13,0.25,0.25,0.5,4,4.574710978503383
Inner Richmond,37.78017,-122.44899,Entire home/apt,4,16,5.0,t,0,205,32,0.5,0.25,1.5,24,4.8283137373023015
Financial District,37.78931,-122.40588,Private room,2,375,4.32,f,25,237,15,0.5,0.5,0.5,4,4.382026634673881
Marina,37.80572,-122.43545,Entire home/apt,2,418,4.94,t,8,218,64,0.5,0.5,0.5,3,5.616771097666572
West of Twin Peaks,37.73745,-122.45902,Entire home/apt,3,72,4.64,f,29,364,37,0.3333333333333333,0.3333333333333333,1.3333333333333333,19,5.247024072160486
Financial District,37.78835,-122.40489,Private room,2,58,4.48,f,17,224,14,0.5,0.5,0.5,4,4.382026634673881
Haight Ashbury,37.77502,-122.44072,Private room,2,92,5.0,t,0,186,23,0.5,0.5,0.5,24,4.852030263919617
Bayview,37.73791,-122.38596,Entire home/apt,4,366,4.84,f,28,178,43,0.5,0.25,0.5,14,5.220355825078324
Noe Valley,37.75491,-122.439186,Entire home/apt,4,136,4.96,t,0,243,57,0.5,0.25,0.5,21,6.263398262591624
South of Market,37.779,-122.40414,Entire home/apt,5,24,4.71,f,3,49,48,0.4,0.3,0.4,1,5.58724865840025
Financial District,37.78931,-122.40588,Private room,4,249,4.45,f,20,231,16,0.25,0.25,0.5,4,4.574710978503383
Downtown/Civic Center,37.78828,-122.4092,Entire home/apt,4,9,4.78,f,30,357,24,0.0,0.25,0.5,4,5.700443573390687
Western Addition,37.78015,-122.43604,Entire home/apt,2,68,4.91,f,0,233,18,0.0,0.5,0.0,6,4.852030263919617
Bernal Heights,37.73622,-122.42032,Entire home/apt,2,13,4.08,f,0,325,23,1.0,0.5,0.5,2,4.189654742026425
Crocker Amazon,37.70894,-122.44825,Private room,1,26,4.5,f,1,336,26,1.0,2.0,1.0,12,4.290459441148391
Bernal Heights,37.74333,-122.42094,Entire home/apt,2,25,4.88,t,0,296,51,0.5,0.5,1.0,2,4.51085950651685
Nob Hill,37.79455,-122.41029,Entire home/apt,5,13,4.69,t,0,314,43,0.4,0.3,0.6,4,5.0106352940962555
Mission,37.75698852539063,-122.41758728027344,Entire home/apt,6,57,4.86,t,0,107,69,0.5,0.16666666666666666,0.5,9,5.991464547107982
Bernal Heights,37.74349,-122.42139,Private room,2,197,4.87,t,21,21,47,2.0,0.5,0.5,2,4.454347296253507
North Beach,37.80329,-122.40633,Entire home/apt,2,1,5.0,f,0,146,26,0.5,0.5,0.5,18,5.0106352940962555
Castro/Upper Market,37.7683,-122.43016,Entire home/apt,4,219,4.78,f,0,274,11,0.5,0.5,0.5,6,5.877735781779639
Inner Richmond,37.78376,-122.47475,Private room,2,3,5.0,f,19,354,12,0.5,0.5,0.5,15,4.382026634673881
Inner Richmond,37.78238,-122.47629,Private room,2,4,4.0,f,0,212,11,0.5,0.5,0.0,15,4.382026634673881
Inner Richmond,37.78174,-122.47415,Private room,2,9,4.78,f,0,120,12,0.5,0.5,0.0,15,4.382026634673881
Nob Hill,37.79203,-122.42119,Private room,2,3,5.0,f,12,272,13,0.5,0.5,0.5,10,4.477336814478207
Nob Hill,37.79021,-122.41923,Private room,2,3,5.0,f,0,244,10,0.5,0.5,0.5,10,4.787491742782046
Financial District,37.78999,-122.40495,Private room,2,30,4.57,f,16,228,12,0.5,0.5,0.5,4,4.48863636973214
Mission,37.75213,-122.42359,Entire home/apt,3,7,5.0,f,0,128,21,0.3333333333333333,0.3333333333333333,0.3333333333333333,13,4.770684624465665
Twin Peaks,37.75805,-122.44453,Entire home/apt,3,19,4.68,f,0,243,37,0.3333333333333333,0.3333333333333333,0.3333333333333333,21,4.976733742420574
Inner Richmond,37.77564,-122.46332,Private room,3,94,4.79,t,1,331,63,0.3333333333333333,0.5,0.6666666666666666,15,4.969813299576001
Pacific Heights,37.79588,-122.42757,Entire home/apt,6,67,4.87,t,13,348,50,0.6666666666666666,0.5,0.6666666666666666,10,5.948034989180646
Haight Ashbury,37.77432,-122.43964,Entire home/apt,2,8,5.0,f,0,282,46,0.5,0.5,0.5,6,5.10594547390058
Castro/Upper Market,37.76271,-122.42657,Entire home/apt,2,74,5.0,t,18,318,49,0.5,0.5,0.5,9,4.6913478822291435
Bernal Heights,37.73337,-122.43138,Entire home/apt,1,16,4.69,f,0,327,29,1.0,1.5,1.0,5,4.553876891600541
Castro/Upper Market,37.76594543457031,-122.43437957763672,Private room,1,86,4.9,t,19,354,37,1.0,2.0,1.0,6,4.663439094112067
Visitacion Valley,37.71159,-122.40027,Private room,2,87,4.7,f,0,133,23,0.5,0.5,0.5,14,3.970291913552122
Outer Richmond,37.77479,-122.4808,Entire home/apt,2,186,4.82,t,14,70,43,0.5,0.5,0.5,15,5.0689042022202315
Financial District,37.78931,-122.40588,Private room,2,30,4.37,f,0,159,13,0.5,0.0,0.5,4,3.912023005428146
Parkside,37.74347077128174,-122.48450566020249,Entire home/apt,4,128,4.46,f,0,29,42,0.5,0.25,0.5,22,4.927253685157205
Financial District,37.78931,-122.40588,Private room,2,51,4.39,f,0,189,18,0.5,0.0,0.5,4,3.912023005428146
Potrero Hill,37.75841,-122.40113,Entire home/apt,2,52,4.98,t,1,152,57,0.0,0.5,1.0,7,4.997212273764115
Castro/Upper Market,37.76344,-122.44396,Entire home/apt,2,26,5.0,t,0,280,28,0.5,0.5,0.5,21,4.700480365792417
Haight Ashbury,37.77139,-122.45172,Entire home/apt,2,12,4.17,f,27,72,33,0.0,0.5,0.5,24,4.532599493153256
Haight Ashbury,37.76474,-122.4447,Entire home/apt,11,107,5.0,t,18,353,68,0.45454545454545453,0.3181818181818182,0.7272727272727273,21,7.408530566894626
Haight Ashbury,37.76726,-122.44599,Private room,2,170,4.89,t,11,133,55,0.5,0.5,0.5,21,4.736198448394496
Financial District,37.78931,-122.40588,Private room,2,335,4.32,f,22,234,14,0.5,0.5,0.5,4,4.382026634673881
Nob Hill,37.79044,-122.41776,Entire home/apt,10,123,4.83,f,0,276,46,0.5,0.35,0.7,10,5.926926025970411
Western Addition,37.78102,-122.43039,Entire home/apt,2,20,4.85,t,0,111,43,0.5,0.5,0.5,6,5.19295685089021
Castro/Upper Market,37.76016087663808,-122.42848682403564,Entire home/apt,4,74,5.0,f,21,40,56,0.5,0.375,0.5,9,6.354370040797351
Financial District,37.78931,-122.40588,Private room,2,315,4.35,f,11,222,14,0.5,0.5,0.5,4,4.382026634673881
Financial District,37.78931,-122.40588,Private room,4,253,4.32,f,19,231,13,0.25,0.25,0.5,4,4.574710978503383
Bernal Heights,37.74684,-122.40721,Entire home/apt,2,49,4.94,t,0,52,34,0.5,0.5,0.5,20,4.499809670330265
Mission,37.76156,-122.42059,Private room,2,676,4.97,t,4,309,50,0.5,0.5,0.5,9,5.087596335232384
Financial District,37.78931,-122.40588,Private room,2,317,4.36,f,21,229,15,0.5,0.5,0.5,4,4.48863636973214
Financial District,37.78931,-122.40588,Private room,2,312,4.34,f,10,222,14,0.5,0.5,0.5,4,4.382026634673881
Inner Richmond,37.78074,-122.47458,Entire home/apt,4,23,4.35,f,0,327,48,0.5,0.5,0.75,15,4.875197323201151
Russian Hill,37.80154,-122.4131,Entire home/apt,4,57,4.89,t,0,73,57,0.5,0.625,0.5,18,6.535241271013659
Parkside,37.74286,-122.47479,Entire home/apt,2,293,4.83,t,15,165,38,0.5,0.5,0.5,22,4.624972813284271
Financial District,37.78931,-122.40588,Private room,2,350,4.39,f,15,209,15,0.5,0.5,0.5,4,4.382026634673881
Chinatown,37.79241,-122.40667,Entire home/apt,2,18,4.72,f,0,100,41,0.5,0.5,0.5,4,4.74493212836325
North Beach,37.80451,-122.41351,Private room,1,88,4.74,f,0,226,40,1.0,1.5,1.0,18,4.48863636973214
Haight Ashbury,37.7649,-122.45246,Entire home/apt,2,55,4.96,f,0,201,48,0.0,0.5,0.5,21,4.727387818712341
Western Addition,37.77359,-122.42441,Private room,1,144,4.81,t,0,122,47,1.0,1.0,1.0,6,4.127134385045092
Western Addition,37.76969,-122.42818,Entire home/apt,1,4,5.0,f,0,150,42,0.0,1.0,1.0,6,4.8283137373023015
North Beach,37.79833,-122.40439,Entire home/apt,2,14,4.71,f,0,301,34,0.5,0.5,0.5,18,4.634728988229636
Outer Mission,37.73093,-122.4525,Entire home/apt,4,294,4.86,t,1,241,58,0.25,0.25,0.5,19,5.356586274672012
Russian Hill,37.79713,-122.42298,Entire home/apt,4,103,4.79,t,4,78,56,0.25,0.25,0.75,10,5.081404364984463
North Beach,37.7984,-122.4042,Entire home/apt,2,17,4.88,t,4,172,37,0.5,0.5,0.5,18,4.700480365792417
Potrero Hill,37.76344,-122.39494,Private room,2,334,4.94,t,3,261,37,0.5,0.5,0.5,7,4.969813299576001
Financial District,37.78931,-122.40588,Private room,4,278,4.44,f,15,215,15,0.25,0.25,0.5,4,4.564348191467836
Diamond Heights,37.74569,-122.44739,Private room,2,313,4.95,f,29,89,40,0.5,0.5,0.5,21,4.127134385045092
Nob Hill,37.79112,-122.41198,Entire home/apt,4,38,4.55,t,4,296,66,0.25,0.25,0.5,4,4.77912349311153
Lakeshore,37.73555,-122.48153,Private room,2,487,4.94,t,20,256,23,0.5,0.5,0.5,22,4.7535901911063645
Pacific Heights,37.78902,-122.44154,Private room,2,42,5.0,t,8,257,24,0.5,0.5,0.5,3,5.1298987149230735
Western Addition,37.77519794143242,-122.42698372695982,Entire home/apt,3,7,5.0,f,2,320,16,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6.26530121273771
Bernal Heights,37.74694039795461,-122.40795547586434,Entire home/apt,4,135,4.78,f,2,53,54,0.5,0.25,0.75,20,5.159055299214529
Nob Hill,37.79011,-122.42138,Private room,1,13,4.69,f,2,337,13,1.0,1.0,1.0,10,3.828641396489095
Downtown/Civic Center,37.78602,-122.41434,Private room,1,29,4.55,t,9,325,16,2.0,0.0,1.0,4,4.48863636973214
Mission,37.76142,-122.41853,Entire home/apt,2,16,4.19,f,12,215,23,0.0,0.5,0.5,9,4.48863636973214
Castro/Upper Market,37.76236,-122.4295,Entire home/apt,2,296,4.98,t,11,152,33,0.0,0.5,0.5,9,5.10594547390058
Inner Richmond,37.77885,-122.45576,Entire home/apt,4,88,4.7,f,0,81,30,0.5,0.5,0.5,24,5.159055299214529
Bernal Heights,37.747303,-122.409706,Entire home/apt,2,275,4.93,t,14,133,52,0.5,0.5,0.5,20,4.90527477843843
Castro/Upper Market,37.76898,-122.43406,Entire home/apt,3,138,4.93,t,16,235,72,0.3333333333333333,0.3333333333333333,0.6666666666666666,6,4.8283137373023015
Castro/Upper Market,37.76074,-122.42878,Entire home/apt,4,48,4.94,f,0,59,63,0.5,0.25,0.5,9,5.697093486505405
Castro/Upper Market,37.76446,-122.42874,Entire home/apt,2,276,4.97,t,8,137,50,0.5,0.75,0.5,9,5.332718793265369
Russian Hill,37.80604,-122.42302,Entire home/apt,4,283,4.97,t,9,51,38,0.25,0.25,0.5,18,5.424950017481403
Outer Mission,37.72843,-122.45208,Entire home/apt,2,309,4.97,t,3,299,41,0.0,0.5,0.5,5,4.90527477843843
West of Twin Peaks,37.74277,-122.45686,Entire home/apt,2,78,4.91,t,1,306,39,0.0,0.5,0.5,19,5.087596335232384
Noe Valley,37.75275,-122.4412,Entire home/apt,4,173,4.96,t,15,58,31,0.5,0.25,0.5,21,6.1092475827643655
Potrero Hill,37.7542299,-122.3994279,Private room,2,201,4.62,t,1,275,47,0.5,0.5,0.5,7,4.499809670330265
Downtown/Civic Center,37.78543,-122.41439,Private room,1,156,4.56,t,20,267,13,1.0,0.0,1.0,4,4.48863636973214
Downtown/Civic Center,37.78709,-122.41434,Private room,1,74,4.53,t,5,303,14,1.0,0.5,0.0,4,4.3694478524670215
Castro/Upper Market,37.75813674926758,-122.43438720703124,Entire home/apt,3,5,5.0,f,0,9,49,0.3333333333333333,0.3333333333333333,0.3333333333333333,13,5.247024072160486
Excelsior,37.71745,-122.42917,Private room,2,104,4.75,t,11,238,12,0.5,0.5,0.5,12,4.007333185232471
Nob Hill,37.79092,-122.42124,Private room,2,14,4.36,f,1,336,11,0.5,0.5,0.5,10,4.418840607796598
Nob Hill,37.7923,-122.42145,Private room,2,5,5.0,f,0,252,12,0.5,0.5,0.5,10,4.477336814478207
Nob Hill,37.79181,-122.41943,Private room,2,3,5.0,f,9,263,13,0.5,0.5,0.5,10,4.477336814478207
Bernal Heights,37.74503,-122.41992,Entire home/apt,3,324,4.93,t,3,55,22,0.0,0.3333333333333333,0.3333333333333333,20,4.553876891600541
Nob Hill,37.79241,-122.41953,Private room,2,5,4.8,f,0,274,15,0.5,0.5,0.5,10,4.477336814478207
Nob Hill,37.79193,-122.42138,Private room,2,8,4.88,f,2,257,11,0.5,0.5,0.5,10,4.787491742782046
North Beach,37.80512,-122.41524,Private room,1,42,4.88,f,1,285,34,1.0,1.5,1.0,18,4.04305126783455
Outer Sunset,37.76148,-122.49266,Entire home/apt,2,79,4.92,t,7,25,52,0.5,0.5,2.0,17,4.812184355372417
Downtown/Civic Center,37.78533,-122.41411,Private room,2,74,4.53,t,18,300,20,0.5,0.0,0.5,4,4.59511985013459
West of Twin Peaks,37.73643,-122.45206,Private room,1,27,5.0,f,0,29,38,1.0,1.5,1.0,19,3.912023005428146
Bernal Heights,37.73553,-122.41278,Private room,2,911,4.94,t,13,190,20,0.5,0.5,0.5,2,4.356708826689592
Western Addition,37.77684,-122.43875,Entire home/apt,2,34,4.85,t,4,309,26,0.0,0.5,0.5,6,4.499809670330265
North Beach,37.80251,-122.40691,Entire home/apt,2,79,4.73,t,30,270,23,0.5,0.5,0.5,18,5.123963979403259
Mission,37.75055,-122.41546,Entire home/apt,5,59,4.83,t,8,69,20,0.4,0.2,0.6,20,5.5134287461649825
Marina,37.79977,-122.42607,Private room,2,331,4.94,t,7,306,11,0.5,0.5,0.5,10,4.605170185988092
Outer Sunset,37.75175,-122.50419,Entire home/apt,4,397,4.95,f,11,62,43,0.5,0.25,0.5,17,5.541263545158426
West of Twin Peaks,37.73333,-122.45911,Entire home/apt,3,319,4.95,t,18,348,62,0.3333333333333333,0.3333333333333333,0.6666666666666666,19,5.1647859739235145
Castro/Upper Market,37.75893,-122.43801,Entire home/apt,2,676,4.95,t,5,311,29,0.5,0.5,0.5,21,5.313205979041787
Haight Ashbury,37.7737,-122.45116,Entire home/apt,6,143,4.97,t,3,58,42,0.6666666666666666,0.3333333333333333,0.6666666666666666,24,7.003065458786462
Nob Hill,37.79172,-122.41912,Private room,1,13,4.38,f,0,32,16,1.0,1.0,1.0,10,4.189654742026425
Haight Ashbury,37.77003,-122.44286,Entire home/apt,9,44,4.52,f,30,365,32,0.4444444444444444,0.16666666666666666,0.5555555555555556,24,6.249975242259483
Bayview,37.7300669806194,-122.38995576362127,Entire home/apt,3,110,4.67,f,18,258,47,0.3333333333333333,0.3333333333333333,0.6666666666666666,14,4.564348191467836
Nob Hill,37.79245,-122.41983,Private room,1,1,5.0,f,16,351,10,1.0,1.0,1.0,10,4.189654742026425
Outer Sunset,37.76103,-122.50152,Entire home/apt,2,97,4.96,f,0,200,38,0.5,0.5,0.5,17,5.298317366548036
Outer Richmond,37.77608,-122.47894,Entire home/apt,5,51,4.94,f,0,200,37,0.6,0.3,0.8,15,6.052089168924417
Noe Valley,37.75587,-122.43411,Private room,1,5,5.0,f,15,85,68,1.0,1.5,1.0,13,4.174387269895637
Western Addition,37.77423477172852,-122.42544555664062,Entire home/apt,2,252,4.89,t,6,42,55,0.5,0.5,0.5,6,5.1298987149230735
South of Market,37.78766,-122.39052,Entire home/apt,1,28,4.86,t,0,188,68,1.0,1.0,1.0,1,5.017279836814924
Castro/Upper Market,37.76697,-122.4391,Entire home/apt,2,48,4.98,f,0,65,25,0.5,0.5,0.0,6,5.752572638825633
Marina,37.80411,-122.44081,Entire home/apt,2,76,4.89,f,0,274,33,0.5,0.5,0.5,3,6.234410725718371
Twin Peaks,37.74835,-122.44566,Entire home/apt,6,2,4.5,t,0,292,24,0.5,0.4166666666666667,0.6666666666666666,21,5.262690188904886
Crocker Amazon,37.70951,-122.449,Private room,1,25,4.56,f,19,354,42,1.0,2.0,1.0,12,3.9512437185814275
Noe Valley,37.755706787109375,-122.42703247070312,Entire home/apt,6,22,4.91,t,0,39,45,0.5,0.3333333333333333,0.5,13,6.20455776256869
Outer Mission,37.71096,-122.44862,Private room,1,27,4.52,f,21,335,29,1.0,2.0,1.0,12,4.1588830833596715
North Beach,37.80172,-122.4035,Entire home/apt,6,34,4.59,t,7,268,37,0.6666666666666666,0.3333333333333333,0.6666666666666666,18,5.998936561946683
Outer Sunset,37.75834,-122.50591,Entire home/apt,2,6,5.0,t,26,299,61,0.5,0.5,1.0,17,4.634728988229636
Castro/Upper Market,37.76454,-122.43476,Entire home/apt,2,445,4.95,t,3,9,44,0.5,0.5,0.5,6,5.111987788356544
Western Addition,37.78353,-122.44664,Entire home/apt,2,103,4.94,t,14,146,59,0.5,0.5,0.5,24,5.529429087511423
Castro/Upper Market,37.76165,-122.42766,Entire home/apt,2,3,3.67,f,0,150,30,0.5,0.5,0.0,9,4.51085950651685
Russian Hill,37.80219,-122.4158,Entire home/apt,2,0,0.0,f,29,178,28,0.5,0.5,1.0,18,4.875197323201151
Noe Valley,37.74966,-122.43774,Entire home/apt,6,73,5.0,t,3,39,52,0.6666666666666666,0.5,0.6666666666666666,13,6.835184586147301
Pacific Heights,37.78876,-122.44591,Entire home/apt,3,502,4.95,t,10,334,29,0.3333333333333333,0.3333333333333333,0.3333333333333333,24,5.5093883366279774
Outer Sunset,37.75799,-122.50769,Entire home/apt,2,189,4.9,f,10,51,39,0.5,0.5,0.0,17,4.9344739331306915
Parkside,37.74411,-122.47555,Private room,2,14,4.64,f,27,362,32,0.5,0.5,0.5,22,4.110873864173311
Potrero Hill,37.75625819583144,-122.39935530926554,Entire home/apt,6,20,5.0,t,13,225,55,0.3333333333333333,0.3333333333333333,0.5,7,6.040254711277414
Pacific Heights,37.79677,-122.42824,Entire home/apt,6,41,4.93,t,0,219,50,0.5,0.4166666666666667,0.5,10,6.115892125483034
Chinatown,37.79206,-122.40817,Entire home/apt,2,29,5.0,t,0,330,31,0.5,0.5,0.5,4,4.653960350157523
Outer Sunset,37.74699,-122.47593,Private room,2,253,4.87,t,23,261,40,0.5,1.0,0.5,22,4.564348191467836
Russian Hill,37.80485,-122.42075,Entire home/apt,2,2,5.0,f,0,335,28,0.5,0.5,0.5,18,4.941642422609304
Bernal Heights,37.73354,-122.4228,Entire home/apt,2,178,4.93,t,13,134,29,0.5,0.5,0.5,2,5.3612921657094255
Castro/Upper Market,37.76342,-122.4327,Private room,2,280,4.87,t,9,315,30,0.5,0.5,0.5,6,4.77912349311153
Haight Ashbury,37.774892239761336,-122.43976396737014,Entire home/apt,6,73,4.9,t,6,152,54,0.5,0.4166666666666667,0.5,6,6.635946555686647
Pacific Heights,37.79213,-122.44256,Entire home/apt,2,363,4.99,t,14,15,39,0.5,0.5,1.0,3,5.68697535633982
Mission,37.75325393676758,-122.41378021240234,Entire home/apt,2,125,4.82,t,22,182,52,0.5,0.5,0.5,20,4.343805421853684
Bayview,37.73439,-122.387894,Private room,6,245,4.9,t,0,212,59,0.5,0.5,0.5,14,5.393627546352362
Downtown/Civic Center,37.78661,-122.4142,Private room,1,95,4.62,t,18,347,15,1.0,1.0,1.0,4,4.248495242049359
Mission,37.76296,-122.42,Entire home/apt,2,23,4.22,f,7,318,24,0.5,0.5,0.5,9,4.356708826689592
Bernal Heights,37.7345,-122.42515,Entire home/apt,4,6,4.5,t,0,12,47,0.75,0.375,0.75,2,4.90527477843843
Downtown/Civic Center,37.78784,-122.41036,Private room,4,55,4.87,t,28,55,27,0.0,0.25,0.5,4,5.488937726156687
Noe Valley,37.74768829345703,-122.42521667480467,Private room,2,187,4.96,t,16,244,51,0.5,0.5,0.5,13,4.330733340286331
Parkside,37.74838,-122.47307,Entire home/apt,4,16,4.81,f,10,152,51,0.5,0.25,0.5,22,5.662960480135946
Western Addition,37.77135,-122.43097,Entire home/apt,5,10,4.7,f,27,333,27,0.4,0.2,0.6,6,5.3981627015177525
Nob Hill,37.79142,-122.41726,Entire home/apt,10,137,4.86,f,0,276,57,0.5,0.35,0.6,10,6.380122536899765
Outer Mission,37.72268,-122.44016,Private room,1,68,4.85,f,7,275,33,2.0,1.0,1.0,12,4.1588830833596715
Outer Mission,37.72366,-122.43981,Private room,1,152,4.84,f,1,303,35,1.0,1.0,1.0,12,3.9318256327243257
Outer Mission,37.72345,-122.43956,Entire home/apt,8,123,4.97,t,15,331,72,0.25,0.125,0.375,12,4.997212273764115
Marina,37.80099437300132,-122.44509431008797,Entire home/apt,4,174,4.92,t,19,165,57,0.25,0.25,0.5,3,5.598421958998375
Russian Hill,37.79939,-122.41346,Entire home/apt,4,0,0.0,f,0,304,24,0.5,0.5,0.5,18,5.429345628954441
Inner Richmond,37.77911,-122.4482,Entire home/apt,4,73,4.97,f,23,83,31,0.25,0.25,0.25,24,5.707110264748875
Outer Sunset,37.74709,-122.47622,Private room,2,271,4.91,t,30,270,40,0.5,1.0,0.5,22,4.605170185988092
Chinatown,37.79662,-122.4091,Entire home/apt,2,112,4.93,f,0,58,39,0.5,0.5,0.5,18,5.638354669333745
Mission,37.75795,-122.41748,Private room,4,2,5.0,t,21,113,33,0.5,0.25,0.5,9,5.389071729816501
Mission,37.75138,-122.41016,Entire home/apt,5,13,4.92,f,4,18,39,0.6,0.4,0.6,20,6.1224928095143865
West of Twin Peaks,37.74311,-122.45086,Entire home/apt,2,309,4.94,t,29,60,35,0.5,0.5,0.5,19,6.405228458030842
Inner Richmond,37.78376,-122.47443,Private room,2,3,5.0,f,25,43,18,0.5,0.5,0.5,15,4.382026634673881
Inner Richmond,37.77611,-122.47063,Entire home/apt,4,21,4.86,t,0,50,48,0.5,0.375,0.5,15,5.579729825986222
Chinatown,37.79294,-122.40806,Entire home/apt,4,22,5.0,t,0,303,24,0.0,0.25,0.5,4,4.700480365792417
